time,gt_x,gt_y,linear_x,linear_y,bayesian_x,bayesian_y,particle_x,particle_y,error_linear,error_bayesian,error_particle
16.111883,1.545685,0.768759,0.24249967828130167,-0.5232280718242259,48.29836066726295,-101.60226850768369,49.65359584107424,-102.57608678266587,8.02067444893988,1520.058410086766,1513.598756506651
16.157325,1.545685,0.768759,0.2428429593050358,-0.5247362226054577,48.626626870516134,-102.21456050580296,49.927959747688,-103.16144617585594,8.045418632794195,1528.8020242016603,1522.307012630591
16.205804,1.545685,0.768759,0.24291040131328662,-0.5262270675554356,48.87012146970378,-102.7668005787046,50.202165141273895,-103.74835631149506,8.070337542930934,1537.5506615495176,1531.0407654202133
16.251513,1.545685,0.768759,0.24336742388983848,-0.5277862165760379,49.111420588132084,-103.39980312108916,50.476997597489,-104.33676907975762,8.094618435197175,1546.327897657819,1539.7990327070547
16.300226,1.545685,0.768759,0.24400792256089623,-0.5293795315134938,49.3881315923663,-103.9745374268008,50.75254014510026,-104.92685209697066,8.11868737945441,1555.152517221932,1548.5817312584543
16.34514,1.545685,0.768759,0.24440168927907469,-0.5311155283789067,49.65652276525518,-104.59588127902306,51.02832210067299,-105.51878063335494,8.14312493907012,1563.9883465336356,1557.3895680572834
16.386678,1.545685,0.768759,0.24495016585852636,-0.5326746145996583,49.89267305557844,-105.10687622774316,51.304798982904444,-106.11215214773651,8.167782479998472,1572.840258096723,1566.2227546586412
16.431716,1.545685,0.768759,0.24540676500927397,-0.534456305164096,50.19891319644631,-105.70636451902152,51.581653916434824,-106.70737057916607,8.192229472933695,1581.6529187961837,1575.080728812847
16.480091,1.545685,0.768759,0.24586892968614152,-0.5359811985458821,50.47471408693127,-106.36087691113565,51.858993353036624,-107.30405564228688,8.216918932997693,1590.5891326953024,1583.964048457349
16.518285,1.545685,0.768759,0.2479150162121751,-0.5190196703145494,50.80616441940923,-106.83817919658863,52.139243044906884,-107.87344874032524,8.236348700493341,1599.522041560382,1592.8674975544036
16.559706,1.545685,0.768759,0.25104195020899456,-0.5099665775019402,51.013273252621275,-107.45720725738413,52.42329387114124,-108.43759321330226,8.258057510341025,1608.4059190267853,1601.7953534539909
16.601698,1.545685,0.768759,0.25232393145188925,-0.5113869819533018,51.33238221963811,-108.0222316021104,52.70759013201148,-109.00863553390043,8.285073497951704,1617.4363885194916,1610.7531872668144
16.646572,1.545685,0.768759,0.25326797322617695,-0.5141218160376579,51.57504193287737,-108.61652989061211,52.99265395635325,-109.58318022312244,8.309268510449822,1626.4760577877257,1619.734007189454
16.695251,1.545685,0.768759,0.2520960982436991,-0.516893544359533,51.863079648323826,-109.16962738336571,53.2753672704207,-110.16065240677908,8.333580310786228,1635.431246463418,1628.7390766350002
16.740489,1.545685,0.768759,0.25575273469697674,-0.5233568417887055,52.20625242691529,-109.73042333541773,53.56432792448,-110.7466489290312,8.35846442373751,1644.4922303909316,1637.7703368339498
16.781852,1.545685,0.768759,0.2515728521972336,-0.521644180432457,52.465754838294096,-110.30556068437552,53.84479738929218,-111.3266519768573,8.383654698925737,1653.6157829473302,1646.8265152502875
16.826951,1.545685,0.768759,0.2545325340104443,-0.5288192888957723,52.723862600784315,-110.9001667619136,54.13209291735563,-111.91859931288968,8.415220746252363,1662.665768931308,1655.918759385298
16.875408,1.545685,0.768759,0.2554576730561756,-0.5200357610309112,52.987084057964104,-111.48609597979517,54.41919347057885,-112.49317252761172,8.428373745129726,1671.8411515062596,1665.0158398393003
16.920413,1.545685,0.768759,0.25349528622155565,-0.508555709096436,53.26008345316285,-112.02505084394612,54.70277495521756,-113.05443657287859,8.453180148616388,1680.9669755691912,1674.1448920544638
16.961839,1.545685,0.768759,0.24581479708384976,-0.5217527111231998,53.58802254550942,-112.6697446232956,54.97546407291938,-113.64219979307212,8.492931586733507,1690.1381735682742,1683.3187019040274
17.006847,1.545685,0.768759,0.25675902522494326,-0.5222598598991639,53.79679368915933,-113.22187000692799,55.26914267600481,-114.22383666877634,8.501557127946732,1699.3414437330396,1692.4887196953655
17.04823,1.545685,0.768759,0.26251091523288317,-0.5368202810622086,54.101878908848974,-113.85464052474534,55.56605040838921,-114.82784471121649,8.519159082801618,1708.5674571804684,1701.6798636889466
17.101846,1.545685,0.768759,0.27539749511528777,-0.5240876479653701,54.45339059699665,-114.44385463584324,55.87999227892502,-115.40446474143427,8.563132779553099,1717.8518446298606,1710.9361041247325
17.145036,1.545685,0.768759,0.28139456465618967,-0.533525427853955,54.75123578313011,-114.95757670233074,56.19648303984557,-116.0022269812072,8.585335286675813,1727.1251221603786,1720.2019866585265
17.188676,1.545685,0.768759,0.2899056315115524,-0.5475596198028664,55.060639899628804,-115.58531897975202,56.523036924554,-116.61696395650183,8.613143764062817,1736.4273511134397,1729.499725116044
17.23684,1.545685,0.768759,0.29538361396130486,-0.5476877044436359,55.44927702918196,-116.21530300101857,56.85373434966527,-117.22456209697444,8.631915682665806,1745.7669522380377,1738.8129252108336
17.281368,1.545685,0.768759,0.30111307824386335,-0.5574134348078131,55.73567318951882,-116.85349115857674,57.19039041244056,-117.84721053465306,8.661950826602345,1755.179587686343,1748.1626664291653
17.33201,1.545685,0.768759,0.3054527081282865,-0.5672693551460711,56.084821291384,-117.46890265877721,57.53072759350923,-118.48007797788895,8.693381304060724,1764.559550546466,1757.5451805581163
17.375827,1.545685,0.768759,0.31007074553075,-0.5779405438153936,56.35166975455412,-118.10858302364444,57.875894496668366,-119.12438143817074,8.723050119362076,1773.9515804944342,1766.95699543781
17.426666,1.545685,0.768759,0.31128272997681017,-0.587891517216768,56.789114432581194,-118.73775828960491,58.22051575551257,-119.77851613130423,8.750064387081897,1783.4158925466675,1776.39411391517
17.469896,1.545685,0.768759,0.3127862261434668,-0.5963957644059925,57.08836420918615,-119.41252194019891,58.56673709646284,-120.44063670100124,8.780858869927647,1792.9026661494786,1785.8644086244776
17.513472,1.545685,0.768759,0.31351410742308666,-0.6067860719282776,57.41111089848708,-120.06044600545067,58.91328529829404,-121.11438436494421,8.80639248491229,1802.38993540456,1795.356936060225
17.563774,1.545685,0.768759,0.3145157334472046,-0.6124916997133886,57.78185831019691,-120.72312687062636,59.260938635015584,-121.79141727503666,8.833477701178596,1811.9201409609957,1804.877878446114
17.614837,1.545685,0.768759,0.316646696821348,-0.6191941789631938,58.148176276209384,-121.41815962658852,59.61132516224294,-122.47590651111881,8.858451028204193,1821.4939861387402,1814.4228922804657
17.658763,1.545685,0.768759,0.3215614027980695,-0.6258667103105814,58.51670764128601,-122.1893593797151,59.9681009846507,-123.16716165765399,8.884516903744409,1831.1036851942315,1823.995570581573
17.70261,1.545685,0.768759,0.3229384868795161,-0.6320751269567109,58.841043519104545,-122.81423251279972,60.32435369082327,-123.86451656593745,8.904278885525464,1840.7145262951178,1833.584279762552
17.746807,1.545685,0.768759,0.3261569745596513,-0.6378700700239266,59.191292668490625,-123.49656550523822,60.68480023636348,-124.56760003534502,8.924813566442364,1850.3090646217825,1843.1943818852278
17.790099,1.545685,0.768759,0.3269261214089269,-0.6411951335211538,59.49375240401348,-124.20688585486623,61.044778839891954,-125.27274193309135,8.944754585847155,1859.9933655563016,1852.824104505911
