sample_idx,time_s,dt_s,step_event,zupt_stationary,zupt_confidence,gt_pos_x_m,gt_pos_y_m,kf_pos_x_m,kf_pos_y_m,kf_pos_z_m,kf_vel_x_mps,kf_vel_y_mps,bayes_pos_x_m,bayes_pos_y_m,bayes_pos_z_m,particle_pos_x_m,particle_pos_y_m,particle_pos_z_m,kf_error_2d_m,bayes_error_2d_m,particle_error_2d_m
22,0.760519,0.026745,0,True,1.0,,,0.0005750741952067637,0.0010511166645468493,0.0,0.0002255414803457567,0.0004043120936385334,0.10510531209102404,0.10677427343333018,0.2822754892395444,0.006314447207867972,0.012106772266542868,1.3569689851811815e-05,,,
23,0.794215,0.033696,0,True,1.0,,,0.0005795026093576621,0.0010588990848344726,0.0,0.000211048644361841,0.0003776185606488646,0.09758375442212838,0.11979744905957958,0.3130520678163307,0.006618435306396067,0.012734753525917512,3.421244385710321e-06,,,
24,0.820856,0.026641,0,True,1.0,,,0.0005812491555550122,0.0010621891354979146,0.0,0.00019243123636213162,0.0003451001348705621,0.09336434689764406,0.12069410028954597,0.27243244445025466,0.0068465281532577695,0.013187356943276421,-6.079674097120926e-05,,,
25,0.847513,0.026657,0,True,1.0,,,0.0005833602548391204,0.0010660580181094676,0.0,0.00017716272244907856,0.0003181374076100248,0.07756800980581066,0.12178775689357514,0.28813335064622875,0.007063174552958007,0.013617387057755927,-3.8292760532956835e-05,,,
26,0.87442,0.026907,0,True,1.0,,,0.0005859814078519927,0.001070532568579402,0.0,0.00016572007613527447,0.0002963504095064694,0.08027538493073319,0.10729115039073754,0.2832625881986699,0.007291735618676294,0.014056904477806324,-1.2051153022071523e-05,,,
27,0.908106,0.033686,0,True,1.0,,,0.0005907698156867699,0.0010793050071143042,0.0,0.000160996016854646,0.00028914911992374795,0.09642523789790938,0.07276084454816635,0.3237282686350849,0.007598895833957408,0.01465000110049159,3.95691765164233e-06,,,
28,0.934779,0.026673,0,True,1.0,,,0.0005936960178840735,0.0010847375130590441,0.0,0.00015266160424459772,0.00027525907640678306,0.07485662660397235,0.07545283486617564,0.2906208610147072,0.00781803064853819,0.015093660398441776,-8.115971147661879e-06,,,
29,0.968425,0.033646,0,True,1.0,,,0.0005986992551166399,0.0010936955540698497,0.0,0.0001517811277586603,0.00027325426395008646,0.07471652242065038,0.11379496241103909,0.32533165469123226,0.008110842291563827,0.01571346826597086,5.618493610971635e-05,,,
30,0.995089,0.026664,0,True,1.0,,,0.0006017393214079301,0.0010989450517641898,0.0,0.00014508399692016166,0.00025971035081550866,0.09128232581072147,0.10583714669690829,0.2981144550018024,0.008332626674740105,0.016161992284183056,3.0592663398583715e-05,,,
31,1.021806,0.026717,0,True,1.0,,,0.0006048009317478237,0.0011042692944141649,0.0,0.00013960194394555995,0.00024884556814836086,0.08543816825896976,0.08446796008807411,0.31312916941240887,0.008549052813872506,0.016614817968893903,-2.7861508479829066e-05,,,
32,1.055504,0.033698,0,True,1.0,,,0.0006095068202536452,0.0011127159261884025,0.0,0.00013961334263168455,0.0002492852760837987,0.0932693074028339,0.07147200420184917,0.35856842021802915,0.008873915521804044,0.017223301953538175,-1.0925032402591567e-05,,,
33,1.082216,0.026711,0,True,1.0,,,0.0006124164109327149,0.0011182943387347192,0.0,0.00013374080069208043,0.00024154536920676704,0.08642494320921565,0.07898113631248022,0.34923400482806016,0.009091875161926229,0.017681185370260033,1.8288929532778753e-05,,,
34,1.10886,0.026644,0,True,1.0,,,0.0006154991387192455,0.0011239889936218333,0.0,0.00013029418907930848,0.00023623141860600362,0.09813377952270787,0.08830560414120837,0.32799747682528174,0.009304686307725397,0.018123808749847738,-6.630145829234404e-06,,,
35,1.14261,0.03375,0,True,1.0,,,0.0006203832309069133,0.0011325935790729058,0.0,0.0001339911248388097,0.00024103069529242285,0.08127548646191582,0.10160310006601725,0.38336379104201634,0.009606037045170065,0.018751354198847568,-7.181231375692298e-06,,,
36,1.169456,0.026846,0,True,1.0,,,0.0006235085615447647,0.0011382325876677605,0.0,0.00013045383990778397,0.00023479501159776912,0.07840623467737884,0.08010831456218297,0.31698772301208766,0.009820809882366612,0.019187627102415783,8.37974158169225e-05,,,
37,1.203177,0.033721,0,True,1.0,,,0.0006282206900167746,0.001146523996974175,0.0,0.00013290348855106074,0.00023772029770299777,0.08027010342339679,0.0698433459878011,0.3113309828267039,0.01013630441420136,0.019833483468228483,-8.388779107756182e-05,,,
38,1.231396,0.028219,0,True,1.0,,,0.0006315760019276785,0.0011527504980717383,0.0,0.00012985261706030738,0.00023400042603365003,0.08241951667492362,0.06427344162501943,0.28127372022362446,0.01038480529962969,0.020311310075170876,1.707819252239497e-05,,,
39,1.263825,0.032429,0,True,1.0,,,0.0006358432169327307,0.0011607770005981597,0.0,0.00013029623690646305,0.00023745712380891638,0.0887462798633117,0.10864732080470642,0.3663781697794606,0.010668610748494659,0.020921205374654236,1.2357313732497894e-05,,,
40,1.289575,0.02575,0,True,1.0,,,0.0006387866993792805,0.001166018486811873,0.0,0.00012713647759670987,0.0002307557786771377,0.0800764324876361,0.09908043023271362,0.382464758127999,0.010875764833524,0.02134616770206101,-3.9932397129403394e-05,,,
41,1.323885,0.03431,0,True,1.0,,,0.0006435803613779277,0.0011748104474605119,0.0,0.00013059291375878984,0.00023776083378155687,0.09400984550390722,0.09946282449658198,0.40273265890161064,0.01115465265425586,0.02200375835746893,-6.250388426589063e-06,,,
42,1.350668,0.026783,0,True,1.0,,,0.0006468166400856369,0.0011802662967727046,0.0,0.00012855342972321814,0.00023064425591303204,0.0654317543844705,0.05900606362858205,0.2677174174340346,0.011358727724581257,0.022452862905360055,2.8387128608107458e-05,,,
43,1.377532,0.026863,0,True,1.0,,,0.0006499178816998384,0.001185823028505134,0.0,0.00012584567293025546,0.000225729499886683,0.09719246468724269,0.09266172577932302,0.2983909516850909,0.011557806922862852,0.022895918954135213,-7.621654143103253e-06,,,
44,1.404193,0.026661,0,True,1.0,,,0.0006529691750973243,0.0011913050176063974,0.0,0.0001235286726997474,0.00022164121239181848,0.08631282034840203,0.09145071172165065,0.32153615352310305,0.011756806047737553,0.023322738047591534,2.4477365484726464e-05,,,
45,1.430943,0.02675,0,True,1.0,,,0.0006560359612319026,0.0011969036327727134,0.0,0.0001217226180499476,0.00021913068150394466,0.06981773793794037,0.09319714386327395,0.35967311488863984,0.011967746347534551,0.023753054379252205,3.499805137573444e-05,,,
46,1.464709,0.033766,0,True,1.0,,,0.0006606558897941868,0.001205361375984203,0.0,0.00012580371182057087,0.00022760417920640106,0.0937137680885728,0.1185900796088569,0.41396928144372974,0.012037322782363915,0.024242289933037876,6.176728160553312e-05,,,
47,1.4914,0.026691,0,True,1.0,,,0.0006637003266971358,0.0012108636483741553,0.0,0.00012334679865334214,0.00022311424417803617,0.06005883603632881,0.08487077450046047,0.42246732032716333,0.012253474564052695,0.024697660690874545,5.3984370826042416e-05,,,
48,1.52512,0.03372,0,True,1.0,,,0.0006684436888002465,0.0012192154007238567,0.0,0.0001280940777414343,0.00022984649399697564,0.07671254872643134,0.09440673059685867,0.30740384808518945,0.012561154263357998,0.025310675430999244,-7.178440234514383e-06,,,
49,1.551792,0.026672,0,True,1.0,,,0.0006715184789348933,0.0012247130263866124,0.0,0.0001253908960401923,0.00022484062383220431,0.07275762765381776,0.10990082615810327,0.2980247278335219,0.012787704881592685,0.02574850572990287,-3.7723677318663325e-05,,,
50,1.578517,0.026725,0,True,1.0,,,0.0006745260840970063,0.0012302075865432709,0.0,0.00012271691576864425,0.00022083661568886984,0.10276948362709498,0.12619734349511255,0.3928363769159117,0.012998987194190337,0.026177798257254862,2.2861479003775626e-05,,,
51,1.612301,0.033784,0,True,1.0,,,0.0006791235643274457,0.0012385979082269346,0.0,0.00012637850793031466,0.00022837347017781552,0.09144295728425891,0.07963190149260845,0.4675504704238117,0.013273149741001983,0.026792003688655523,-3.689882442043383e-06,,,
52,1.63908,0.026779,0,True,1.0,,,0.0006821437343926039,0.0012441663275838915,0.0,0.0001234997180247581,0.00022404727003471817,0.10770351419966744,0.06125031509102833,0.4449163570104825,0.013463309895764105,0.027212905653311498,3.23698808965104e-05,,,
53,1.665736,0.026656,0,True,1.0,,,0.0006852777584484698,0.0012497054209423648,0.0,0.0001222701422963705,0.00022067641648364575,0.10803201529531288,0.09432760742607606,0.3268286953234933,0.013647046717548133,0.027640848354897038,-3.568613526968625e-05,,,
54,1.699484,0.033748,0,True,1.0,,,0.0006901272090315448,0.0012580585875000593,0.0,0.00012813353916381055,0.0002280213256250179,0.06818570628477541,0.12876360956509297,0.33647250452224553,0.013929969921278772,0.028259259536344755,-2.9729930390145432e-05,,,
55,1.72668,0.027196,0,True,1.0,,,0.000693413827586199,0.0012638572815888993,0.0,0.00012656322560575335,0.00022483019249942642,0.07487860269674114,0.08410892275737239,0.2545774870294923,0.014143203459275454,0.028688454228419955,-5.360355801106473e-06,,,
