timestamp,dt,heading_rad,accel_x,accel_y,accel_z,accel_norm,gyro_x_rads,gyro_y_rads,gyro_z_rads,step_event,gyro_x_kf,gyro_y_kf,gyro_z_kf,yaw_change_raw,yaw_change_kf
0.000467,0.000467,1.905907,0.02279,0.010683,0.985023,0.985344,-0.007902,0.085109,-0.049172,0,-0.007882294245064259,0.0848967581987381,-0.04904937371611595,-2.2963324e-05,-2.290605752542615e-05
0.143286,0.142819,1.905183,0.087038,0.036904,1.022308,1.02667,-0.001327,0.072708,-0.014507,0,-0.004602433182299137,0.07879826426506042,-0.03176651895046234,-0.0020948385570000003,-0.004559768527511507
0.192319,0.049033,1.906456,0.080734,0.006313,0.971619,0.974988,-0.082085,-0.021907,0.085737,0,-0.030573610216379166,0.045043133199214935,0.0076191723346710205,0.0021091037639999993,-0.004186177650425583
0.234888,0.042568,1.909557,0.052611,0.021609,1.00135,1.002964,0.045318,-0.041284,0.002176,0,-0.011358438059687614,0.023185767233371735,0.006241003051400185,0.0022017317319999994,-0.0039205106325335805
0.273044,0.038157,1.910176,0.061581,0.066525,0.973813,0.978023,-0.040128,0.033884,0.056793,0,-0.017241209745407104,0.02537333033978939,0.01657782308757305,0.004368782232999999,-0.0032879506369810556
0.314826,0.041781,1.91136,0.040004,0.004613,1.008905,1.009708,0.03749,-0.050937,-0.078119,0,-0.007805126719176769,0.012216840870678425,0.0002513602375984192,0.0011048922939999998,-0.003277448554893956
0.359939,0.045113,1.908042,0.054793,0.011168,0.935796,0.937465,0.103158,-0.049716,-0.081785,0,0.008821907453238964,0.0029366454109549522,-0.012041204608976841,-0.002584674411,-0.0038206634184187282
0.401854,0.041915,1.906216,0.078552,0.039818,1.064224,1.067862,0.027197,-0.023573,-0.0184,0,0.011269740760326385,-0.0005948315374553204,-0.012888289988040924,-0.003355910411,-0.004360876093267464
0.447316,0.045463,1.905602,0.058914,0.048316,0.993552,0.996469,-0.038937,-0.034931,-0.018629,0,0.005217863246798515,-0.004733684007078409,-0.013580270111560822,-0.004202840637999999,-0.0049782759133493535
0.489104,0.041788,1.906555,0.085826,0.036176,0.962602,0.967098,0.005291,0.058915,0.016141,0,0.005225954111665487,0.0023074266500771046,-0.01029236614704132,-0.0035283405299999992,-0.005408373309901916
0.53436,0.045256,1.907843,0.05649,0.035933,0.989165,0.991429,-0.023659,0.014337,-0.044303,0,0.002259106608107686,0.00354301487095654,-0.013785685412585735,-0.005533317097999999,-0.006032258288933896
0.576014,0.041654,1.906921,0.041458,0.000486,1.008905,1.009756,0.00022,0.053683,-0.00908,0,0.002062747022137046,0.00837133638560772,-0.013332542963325977,-0.005911535417999999,-0.006587612033528277
0.621191,0.045177,1.907344,0.048004,0.02258,0.989165,0.990587,0.071342,0.036648,-0.024847,0,0.008369006216526031,0.010945267044007778,-0.014380665495991707,-0.007034048336999999,-0.007237287358640695
0.662907,0.041716,1.906545,0.054065,0.021609,1.007199,1.008881,0.00628,-0.002394,-0.026976,0,0.008187990635633469,0.009789401665329933,-0.015472068451344967,-0.008159379153,-0.007882720166157
0.708032,0.045124,1.905594,0.059399,0.035933,1.010611,1.012992,0.006133,-0.089154,-0.11215,0,0.008017453365027905,0.0015784073621034622,-0.023495059460401535,-0.013220035752999999,-0.00894291122924816
0.749711,0.041679,1.90268,0.058429,0.024522,0.986972,0.989004,0.008527,-0.078388,-0.062454,0,0.008058163337409496,-0.004810492508113384,-0.026607677340507507,-0.015823056018999998,-0.010051892613123172
0.79504,0.04533,1.902077,0.079765,0.029863,0.992821,0.996468,-0.015939,-0.021606,-0.020743,0,0.006203909870237112,-0.006108276546001434,-0.026154516264796257,-0.016763336208999998,-0.011237476835406386
0.837228,0.042188,1.902787,0.072006,0.031563,0.982586,0.985726,0.057589,-0.003709,-0.018723,0,0.010059290565550327,-0.005928260739892721,-0.02559693530201912,-0.017553222132999997,-0.012317360341927968
0.882523,0.045295,1.902915,0.068855,0.032777,0.999157,1.002063,0.000907,-0.028709,-0.015458,0,0.009390182793140411,-0.007593720685690641,-0.02485569566488266,-0.018253392242999995,-0.013443199077068828
0.931301,0.048778,1.902779,0.06934,0.034962,0.979905,0.982977,0.06277,-0.017737,-0.029851,0,0.013204437680542469,-0.008318508975207806,-0.025212634354829788,-0.019709464320999997,-0.014673020955628715
0.96979,0.038489,1.902406,0.06934,0.035205,0.983561,0.98663,0.057726,0.015875,-0.008863,0,0.016322165727615356,-0.006624300964176655,-0.02406771294772625,-0.020050592327999998,-0.01559936315927375
1.018595,0.048805,1.902905,0.061096,0.036419,0.998913,1.001442,0.044482,-0.01445,-0.013016,0,0.018259311094880104,-0.0071626389399170876,-0.023307453840970993,-0.020685838207999997,-0.016736883443982338
1.056785,0.03819,1.903148,0.071522,0.038361,0.985023,0.988361,0.029478,-0.001012,-0.017991,0,0.01901901513338089,-0.006746131461113691,-0.022947436198592186,-0.021372914498,-0.017613246032406573
1.105606,0.048821,1.903318,0.072491,0.040546,0.998913,1.002361,0.006817,-0.00972,-0.032299,0,0.018204117193818092,-0.006944738328456879,-0.02357196994125843,-0.022949783977,-0.01876405317690875
1.143754,0.038148,1.903234,0.071764,0.035933,0.989165,0.992416,0.01363,-0.012661,-0.050045,0,0.01790236309170723,-0.007321840152144432,-0.025318395346403122,-0.024858900637,-0.019729899322583337
1.192381,0.048627,1.902593,0.064733,0.040789,0.993552,0.996494,0.034455,-0.028748,-0.057038,0,0.018982578068971634,-0.00872009713202715,-0.027388395741581917,-0.027632487463,-0.021061714842309242
1.23066,0.038279,1.901642,0.071279,0.048316,0.982586,0.986352,0.031598,0.018208,-0.051563,0,0.01979801431298256,-0.006979518104344606,-0.028950994834303856,-0.02960626754,-0.022169929973571558
1.280842,0.050182,1.901505,0.074431,0.051229,1.012073,1.016099,-0.027251,-0.054107,-0.014002,0,0.016782449558377266,-0.01000011246651411,-0.0279928520321846,-0.030308915904000002,-0.023574667274250647
1.334774,0.053932,1.90296,0.083886,0.045888,0.979905,0.984559,-0.02024,-0.031532,-0.018989,0,0.014427176676690578,-0.011369915679097176,-0.027420049533247948,-0.031333030652,-0.025053485385677775
1.384351,0.049577,1.90377,0.082432,0.050015,0.988434,0.993126,0.004505,-0.041325,-0.000846,0,0.013800102286040783,-0.013263056054711342,-0.02574058808386326,-0.031374972794,-0.026329626521111465
1.430034,0.045683,1.904519,0.070552,0.053657,0.991846,0.995799,-0.005629,-0.034852,0.005307,0,0.012579329311847687,-0.014619536697864532,-0.023789800703525543,-0.031132533113,-0.027416415986650622
1.471983,0.04195,1.905068,0.080007,0.049287,0.994039,0.998471,-0.054779,0.008596,0.005454,0,0.00836878176778555,-0.013168340548872948,-0.02196178026497364,-0.030903737812999998,-0.028337712668766266
1.517191,0.045208,1.905541,0.081947,0.044917,0.982098,0.986534,-0.053195,0.026367,-0.011106,0,0.004537906497716904,-0.010708210058510303,-0.021286267787218094,-0.031405817860999996,-0.029300022262890822
1.55881,0.041619,1.905494,0.069097,0.036904,0.978687,0.981817,-0.099784,0.065429,0.007192,0,-0.0019276211969554424,-0.005989477038383484,-0.019521279260516167,-0.031106494012999995,-0.030112478384434243
1.604017,0.045207,1.906769,0.050671,0.038118,0.945056,0.947181,-0.122997,0.384301,-0.00808,0,-0.009404524229466915,0.018113762140274048,-0.018814697861671448,-0.03147176657299999,-0.030963034430666826
1.645694,0.041677,1.908368,0.078795,0.046616,1.01646,1.020574,-0.059772,0.319243,0.015438,0,-0.012505341321229935,0.036652445793151855,-0.016705969348549843,-0.03082835704699999,-0.03165928911520634
1.690832,0.045137,1.910456,0.077098,0.049772,1.017434,1.021565,0.005401,0.016679,0.000916,0,-0.011406006291508675,0.03542620316147804,-0.015624092891812325,-0.03078701155499999,-0.03236451379606407
1.732463,0.041631,1.912035,0.09019,0.037147,1.001594,1.006332,0.062813,-0.147325,0.02656,0,-0.006860565394163132,0.024233859032392502,-0.01304058637470007,-0.02968129219499999,-0.03290740644742921
1.777604,0.045141,1.914949,0.062551,0.045888,0.997207,1.00022,0.054766,-0.172084,0.036273,0,-0.0030944792088121176,0.012236597947776318,-0.01002696342766285,-0.02804389270199999,-0.03336003360351734
1.819576,0.041972,1.91818,0.053823,0.040546,0.974787,0.977114,-0.031302,0.007328,0.041471,0,-0.004814992658793926,0.011937199160456657,-0.006885852664709091,-0.02630327188999999,-0.033649046611560506
1.864901,0.045325,1.921642,0.061824,0.033263,0.996964,0.999433,-0.022238,0.009443,0.027414,0,-0.005875915288925171,0.011785321868956089,-0.004797264467924833,-0.02506073233999999,-0.0338664826235692
1.906914,0.042013,1.923444,0.072006,0.027193,1.001107,1.004061,-0.01388,-0.046762,-0.028708,0,-0.006362574640661478,0.008225562982261181,-0.006251070648431778,-0.02626684154399999,-0.034129108854721764
1.952257,0.045343,1.92355,0.074916,0.030349,0.997207,1.000478,0.008268,-0.037076,-0.013833,0,-0.005474185571074486,0.005474787671118975,-0.0067114559933543205,-0.02689407126299999,-0.03443342640382843
1.994143,0.041887,1.924484,0.071522,0.040546,0.97625,0.979705,0.004801,-0.012411,0.013804,0,-0.0048509868793189526,0.004389999434351921,-0.005467175971716642,-0.026315863114999987,-0.034662430003755726
2.039393,0.04525,1.926565,0.069582,0.042731,0.97893,0.98233,0.013452,0.055299,0.017859,0,-0.0037420347798615694,0.007474503479897976,-0.004053875803947449,-0.025507743364999988,-0.03484586788388435
2.081101,0.041708,1.928942,0.073946,0.047102,1.00135,1.005181,0.011149,0.042659,-0.004497,0,-0.0028406265191733837,0.009604348801076412,-0.004080699756741524,-0.02569530424099999,-0.035016065709338524
2.126199,0.045098,1.93088,0.080492,0.039818,0.936283,0.94058,0.033484,0.003804,0.005789,0,-0.0006435271352529526,0.009253513999283314,-0.0034837299026548862,-0.02543423191899999,-0.035173174960488454
2.167702,0.041503,1.933629,0.069824,0.049044,0.988434,0.992111,0.031472,0.063997,0.000773,0,0.001297609182074666,0.012562336400151253,-0.003226443426683545,-0.02540215009999999,-0.0353070820420261
2.212851,0.045149,1.936573,0.072491,0.046131,0.993308,0.997018,-0.026624,0.062896,0.026272,0,-0.0003889815416187048,0.015602716244757175,-0.0014446048298850656,-0.02421599557199999,-0.03537230450549058
2.254418,0.041567,1.940401,0.06837,0.042489,1.000376,1.003609,0.005575,0.038957,0.025405,0,-2.892929478548467e-05,0.017012640833854675,0.00017633603420108557,-0.02315998593699999,-0.03536497474555694
2.30003,0.045613,1.943368,0.068855,0.043703,0.98551,0.988879,0.007435,0.054128,0.00308,0,0.00042145661427639425,0.019252242520451546,0.00035154796205461025,-0.023019497896999988,-0.03534893958836375
2.341771,0.041741,1.945467,0.067885,0.048316,1.001838,1.005297,-0.01453,0.046088,-0.006592,0,-0.00048035013605840504,0.020870858803391457,-6.72565947752446e-05,-0.023294654568999987,-0.03535174694588626
2.387001,0.04523,1.947164,0.072249,0.042974,0.979905,0.983504,0.010653,0.058027,0.004159,0,0.0001909092825371772,0.023111101239919662,0.00018755567725747824,-0.023106542998999988,-0.03534326380260391
2.428773,0.041772,1.949286,0.06837,0.043945,1.006224,1.009501,0.011023,0.01043,0.020739,0,0.0008437852375209332,0.022346781566739082,0.0014262401964515448,-0.02224023349099999,-0.035283686897117736
2.471929,0.043155,1.951149,0.05746,0.038604,0.998913,1.001309,-0.03187,-0.033965,0.000882,0,-0.001127366442233324,0.018953746184706688,0.0013934472808614373,-0.022202170780999987,-0.03522355267971216
2.517979,0.046051,1.952746,0.050914,0.021851,0.936527,0.938164,-0.102205,0.056695,-0.005439,0,-0.007216145284473896,0.02122722752392292,0.0009818699909374118,-0.022452642169999988,-0.0351783365847595
2.568148,0.050169,1.955352,0.063763,0.027921,1.011829,1.014221,-0.186029,0.010789,0.015825,0,-0.017985090613365173,0.02059858851134777,0.00187579239718616,-0.02165871774499999,-0.03508422995598507
2.611951,0.043803,1.957308,0.078552,0.009954,0.947737,0.951039,0.048934,0.019619,-0.036395,0,-0.01395573653280735,0.020539605990052223,-0.00042858091183006763,-0.02325292792999999,-0.03510300308566596
2.655608,0.043657,1.961873,0.199048,0.202246,1.137089,1.171963,-0.039031,-0.059183,0.321877,0,-0.01546530332416296,0.01574019156396389,0.018974676728248596,-0.009200743740999988,-0.03427462562374081
2.698587,0.042979,1.974712,-0.015551,-0.105174,0.765452,0.7728,0.299999,0.279542,0.130676,0,0.0035230638459324837,0.03161890059709549,0.025698181241750717,-0.003584419936999988,-0.03317014349215161
2.753519,0.054932,1.984741,0.16656,-0.017368,1.049359,1.062637,0.097301,-0.025776,0.13002,0,0.009166929870843887,0.028164686635136604,0.0319766104221344,0.003557838703000012,-0.03141360432844292
2.815106,0.061587,1.994932,0.074916,0.000728,0.968451,0.971345,0.119598,-0.311356,0.142848,0,0.015812207013368607,0.007733762264251709,0.03864838182926178,0.012355418479000013,-0.02903336643672418
2.865347,0.050241,2.002375,0.096009,0.075994,0.952611,0.960448,0.078772,-0.071874,0.121452,0,0.01960044354200363,0.0029438305646181107,0.043630607426166534,0.018457288411000014,-0.026841321089026145
2.909319,0.043972,2.020724,0.172379,0.134993,0.975762,1.000025,-0.156411,0.191103,0.729568,0,0.00901101529598236,0.014264106750488281,0.08489885926246643,0.05053785250700001,-0.023108148449536972
2.964184,0.054866,2.052736,0.003152,0.035205,0.912401,0.913085,-0.136863,0.200266,0.613198,0,0.00023551005870103836,0.025453630834817886,0.1166803389787674,0.084181573975,-0.016706364971127922
3.006767,0.042583,2.077312,0.072491,0.042246,1.002569,1.006074,-0.133504,0.283039,0.50477,0,-0.007809395901858807,0.040948305279016495,0.1400253027677536,0.10567619488500002,-0.010743667503368672
3.048854,0.042087,2.09044,0.059884,0.040304,0.936771,0.939548,-0.32501,0.46019,0.453151,0,-0.026888854801654816,0.066165491938591,0.15885965526103973,0.12474796102200002,-0.004057741192397293
3.091799,0.042945,2.102381,0.010183,0.032291,0.971132,0.971722,-0.259647,0.239973,0.358162,0,-0.040888313204050064,0.07661930471658707,0.1708468794822693,0.14012922811200001,0.0032792780469687614
3.133611,0.041813,2.110459,0.096493,0.048559,1.022552,1.028242,-0.373574,0.498063,0.343807,0,-0.06089696288108826,0.10196611285209656,0.18124918639659882,0.15450483020300002,0.010857850277769747
3.178699,0.045088,2.116199,0.046307,0.021851,0.985754,0.987083,0.134361,0.126046,0.245457,0,-0.04915414750576019,0.10341427475214005,0.1851106435060501,0.16557199541900003,0.019204118972170534
3.226917,0.048218,2.121626,0.11395,0.042731,1.073241,1.080119,0.084881,0.07229,0.23721,0,-0.041093602776527405,0.10154253989458084,0.1882437765598297,0.17700978719900004,0.028280857390332405
3.26691,0.039993,2.125826,0.128739,0.07648,1.014266,1.02526,-0.312487,0.31908,0.253398,0,-0.05741395056247711,0.11462423950433731,0.19216185808181763,0.18714393341300004,0.03596598658059854
3.318285,0.051376,2.135044,0.138679,0.04953,0.933115,0.944664,-0.151219,0.091838,0.209722,0,-0.06305477023124695,0.11325402557849884,0.19321781396865845,0.19791861088500004,0.04589274499105234
3.369934,0.051649,2.143747,0.126557,0.034477,0.938964,0.948082,-0.077609,-0.112802,0.313569,0,-0.06392994523048401,0.09966088086366653,0.2004547417163849,0.21411413616600003,0.0562460319459619
