group,run_name,duration_s,raw_gyro_z_std,kf_gyro_z_std,raw_final_yaw_change,kf_final_yaw_change
still,sensor_log_still1,10.043318000000001,0.002877228360102602,0.001131938029271102,-0.28482172410799983,-0.2865821572572479
walk,sensor_log_walk1,13.946918,0.27680704405697953,0.08746454181426305,0.014901772119999912,-0.005268426746154377
shortTurn,sensor_log_short_turn1,14.081546999999999,0.31577859468065045,0.20859731050503677,1.5306446739829993,1.54996866209629
180Turn,sensor_log_turn180_1,19.248076,0.5652285023449957,0.39499622384718636,4.251547625698997,4.182481249389176
