step_idx,timestamp,dt,heading_change_rad,heading_rad,step_length_m,x_m,y_m,var_x,var_y,neff,map_probability,walkable
0,4.141415,0.048237,0.0,-1.5707963267948966,0.47,5.300312031282764,5.505379261394825,0.03441951914259195,0.015788954664305566,9.0,0.00024369706992791,1.0
1,5.458425,0.040043,0.23946600000000018,-1.3089969389957472,0.47,5.04201816411853,5.149129737383404,0.04149175324036564,0.03382050490068089,19.0,0.0001532286393303911,1.0
2,6.147033,0.029188,0.03093500000000038,-1.3089969389957472,0.47,4.945329762347136,4.756177395884957,0.018199471036593987,0.024995216946295147,18.0,0.00020613178478727932,1.0
3,6.851171,0.02769,-0.08712199999999992,-1.3089969389957472,0.47,4.7329418238239525,4.339042155930464,0.017294883806179173,0.03490208701789365,24.0,0.00022700861214875977,1.0
4,7.571564,0.02682,-0.002851000000000159,-1.3089969389957472,0.47,4.615320071119992,3.9125737688256788,0.030193629303491207,0.03630388986225477,32.0,0.0002506380494809036,1.0
5,8.251419,0.02748,-0.009656999999999805,-1.3089969389957472,0.47,4.5352021595972705,3.4894722996823586,0.04147657758393496,0.039327747342051134,41.0,0.0002534220929736396,1.0
6,8.947665,0.033581,0.13510699999999964,-1.0584920044093458,0.47,4.609491358835288,3.071481486505857,0.03822273553599459,0.04306089142978046,74.0,0.0002506380494809036,1.0
7,9.653322,0.034392,-0.056788999999999756,-1.0671613459121256,0.47,4.636644025035682,2.648895184408379,0.038550008321209875,0.04728818360925246,98.0,0.0002506380494809036,1.0
8,10.48697,0.026827,0.024585999999999775,-1.0821608280230797,0.47,4.654671593141661,2.231481059524524,0.035120683455447374,0.051629459643764725,106.0,0.00024379323255209508,1.0
9,11.227985,0.026759,0.003635000000000055,-1.1119730592644692,0.47,4.633383517234084,1.821939718957974,0.04150851012851577,0.05698411729344417,112.0,0.0002506380494809036,1.0
