model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,9,1.0,5.250951221842511,0.07469340017996728,8.299266686663032,2660.5867217622904,4.187977597042856,0.9572047739757079
discrete_bayes,9,1.0,4.387161700420186,0.027726199943572283,3.0806888826191425,63.666666666666664,3.7222415993419924,2.0840411180369056
