model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,10,0.5,4.2084680749819965,0.07831320003606379,7.831320003606379,2773.947714291254,4.620269991097858,1.2862153970647043
discrete_bayes,10,0.8,3.8217362392959306,0.024216099875047803,2.4216099875047803,34.8,4.396839677674877,1.8720320763630265
