step_idx,timestamp,dt,heading_change_rad,heading_rad,step_length_m,x_m,y_m,var_x,var_y,neff,map_probability,walkable
0,3.018521,0.033683,0.0,-1.5749527038789888,0.47,5.2175106927237564,5.44831906954494,0.02468618916728145,0.01723759027591449,2356.1853122164566,0.00019888469077474857,1.0
1,4.587528,0.041009,0.34245400000000004,-1.2854765795426266,0.47,5.153015579035039,5.048699680736047,0.029638037413813337,0.035586652617689944,3000.0000000000005,2.6289002917443226e-05,0.0
2,5.990508,0.02658,-0.01120499999999991,-1.38421490077558,0.47,5.049449124599934,4.5690607853815175,0.008313288760816046,0.015453226434113699,3000.0000000000005,3.995096799480922e-05,0.0
3,6.575553,0.026749,0.07859900000000009,-1.3943186998562462,0.47,4.999246361171989,4.04363606695771,0.0032144448310263756,0.008037111943598149,3000.0000000000005,2.617632541029159e-05,0.0
4,7.33946,0.026602,-0.1640290000000002,-1.610752099711395,0.47,4.928896791931417,3.601564534945437,0.0030985223256250476,0.003445372175598663,3000.0000000000005,5.68526666285978e-05,0.0
5,7.863547,0.026599,0.05705099999999996,-1.5968256831773004,0.47,4.875642717553938,3.143083017903807,0.0039461761349337725,0.0028832089322435813,3000.0000000000005,0.00010148647973313178,0.0
6,8.516249,0.034456,-0.10210100000000022,-1.7194626684695964,0.47,4.780224974228449,2.682467273081726,0.005534507012270219,0.0035852385422818996,2520.913405328136,0.00019669702911154232,1.0
7,9.151464,0.03482,0.12980199999999975,-1.6101197980104702,0.47,4.737572641433337,2.2166782646524217,0.007413432995565362,0.004332648769875249,1946.1998071184905,0.00022737337032984853,1.0
8,9.870365,0.026584,-0.04594699999999996,-1.6653925489557373,0.47,4.676866747868585,1.7511380413137863,0.01010466499513364,0.005235212498556838,3000.0000000000005,0.00024379323255209508,1.0
9,10.636081,0.033536,0.009257999999999988,-1.6643800814346537,0.47,4.620269991097858,1.2862153970647043,0.01338802105174334,0.006298798189727041,2916.1786182494593,0.0002506380494809036,1.0
