step_idx,timestamp,dt,heading_change_rad,heading_rad,step_length_m,x_m,y_m,var_x,var_y,neff,map_probability,walkable
0,4.141415,0.048237,0.0,-1.5749527038789888,0.47,5.2175106927237564,5.44831906954494,0.02468618916728145,0.01723759027591449,2356.1853122164566,0.00019888469077474857,1.0
1,5.458425,0.040043,0.23946600000000018,-1.3900462535857219,0.47,5.101507516377878,5.009304083352019,0.023527312453052736,0.03027047711854792,3000.0000000000005,5.694785305044211e-05,0.0
2,6.147033,0.029188,0.03093500000000038,-1.4354348150609966,0.47,5.001465967561155,4.552090232201914,0.010148866499953191,0.01861486268793785,3000.0000000000005,3.995096799480922e-05,0.0
3,6.851171,0.02769,-0.08712199999999992,-1.5816563779391561,0.47,4.881527470323983,4.002793560945418,0.00555958517764457,0.015452382471696658,3000.0000000000005,0.00010148647973313178,0.0
4,7.571564,0.02682,-0.002851000000000159,-1.616732010927632,0.47,4.814514329280545,3.534490393274255,0.005286690988234783,0.013698486396454955,2096.8557375658065,0.0001520632160070083,1.0
5,8.251419,0.02748,-0.009656999999999805,-1.6463141301404507,0.47,4.7525914982791955,3.07998358194515,0.0063633002981221334,0.013038131240557586,3000.0000000000005,0.00019669702911154232,1.0
6,8.947665,0.033581,0.13510699999999964,-1.5343074504092011,0.47,4.740692839449224,2.6274954039094496,0.007794294773859631,0.012113581101058481,2600.0497673189498,0.00022737337032984853,1.0
7,9.653322,0.034392,-0.056788999999999756,-1.606609422407984,0.47,4.699708898159245,2.1689726118391732,0.010110427501498648,0.011574988622699227,2131.6674220633527,0.00024379323255209508,1.0
8,10.48697,0.026827,0.024585999999999775,-1.5959032270548277,0.47,4.6654282827065865,1.7054169904432217,0.012947615963582777,0.011652801406965873,3000.0000000000005,0.00024379323255209508,1.0
9,11.227985,0.026759,0.003635000000000055,-1.6037502567026423,0.47,4.630762569764858,1.2406663237188278,0.016654484044159944,0.012063293868663423,2859.3071564862084,0.0002506380494809036,1.0
