model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,7,1.0,2.752724178377917,0.05863399989902973,8.37628569986139,2636.23470625711,4.631957718506736,3.313242455404183
discrete_bayes,7,1.0,2.6339291864013092,0.022730400087311864,3.2472000124731233,33.42857142857143,4.53993252913389,3.4146080135450605
