model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,0,0.0,0.0,0.003002299927175045,0.0,0.0,,
discrete_bayes,0,0.0,0.0,0.006057999795302749,0.0,0.0,,
