step_idx,timestamp,dt,heading_change_rad,heading_rad,step_length_m,x_m,y_m,var_x,var_y,neff,map_probability,walkable
0,2.335307,0.04031,-0.06159029881439393,-1.8960003864348698,0.65,5.034598423009713,6.055745233737433,0.02464479185883106,0.01807538242317156,2803.897121479923,0.00025354969573988654,1.0
1,3.361427,0.052238,-0.12304177391987858,-2.0181632774801788,0.65,4.748314028575007,5.474646105646048,0.031243737812884288,0.019810531008569846,2785.9766960341176,0.00025353652210336234,1.0
2,5.520108,0.038005,0.17486972260466693,-1.8531067340001215,0.65,4.555182996519176,4.859795874214685,0.04120918151948846,0.02142514703499781,2716.7503001041605,0.0002530495468676617,1.0
3,6.206677,0.045124,0.001391822820393962,-1.8525263052635064,0.65,4.374620284762337,4.237321904725793,0.04881926230470156,0.02427323390219815,2612.151014414637,0.0002535496410651077,1.0
4,6.903281,0.045938,-0.051441902105211934,-1.871676071133934,0.65,4.276052516616594,3.5993987850706795,0.03951794754504919,0.02637907501846371,2128.34530682743,0.000252860583166534,1.0
5,7.725972,0.048515,0.049796906441151645,-1.7916159298230792,0.65,4.2197629944602015,2.92661998647436,0.03769111652502422,0.025331578680978652,3000.0000000000005,0.0002509386461735233,1.0
6,8.363697,0.045088,0.03515204655899984,-1.756552014865679,0.65,4.104236688884183,2.295143582531447,0.05196643504934358,0.025499674042735884,2979.335452694786,0.00025347851633025976,1.0
7,9.905298,0.043159,-0.39059000481721196,-2.10229249487604,0.65,3.938822088632243,1.7783427103065828,0.09423616060308314,0.0481946231123301,3000.0000000000005,5.911144342300205e-05,0.0
8,11.688066,0.044184,-2.6231010369093632,1.6171970688990025,0.65,3.931462201648829,2.408688602585345,0.059756390879506724,0.042756345474788154,2928.1665306093582,0.00025353653350452843,1.0
9,12.467995,0.05091,-0.06348752862421225,1.5958663431961553,0.65,4.084311656148973,2.9436936240516993,0.012545789120196448,0.03274726639720586,3000.0000000000005,0.0002025664658614099,1.0
10,13.080389,0.053975,-0.10965039969496981,1.476736411424694,0.65,4.1699414521898985,3.6015806272721007,0.011476427885004723,0.03250564800484111,2761.240132206543,0.00024381941562360906,1.0
11,13.881781,0.043503,0.11799414269696973,1.5871489647518677,0.65,4.166593752481338,4.256808152973033,0.01756513610101755,0.03128532427141228,2648.6272893805794,0.00025342145718473103,1.0
12,14.470824,0.051188,0.01201648355406082,1.5965756434045928,0.65,4.153172539039642,4.906788980031548,0.030811696026158276,0.031244922201082978,2611.310587347781,0.0002535478834282527,1.0
13,15.160826,0.043628,0.06337349418754545,1.6273957426278993,0.65,4.17958104952748,5.555937354435214,0.03740927613954602,0.035773874330669336,2045.911694895795,0.000250639514811461,1.0
14,15.917574,0.04411,-0.07040099482993956,1.5362063767285372,0.65,4.2520923508402255,6.222205126920793,0.04237690337724982,0.03216392530874187,3000.0000000000005,0.0002534220929736396,1.0
15,17.428369,0.043935,-0.725076232588485,0.8245583009497468,0.65,4.691144311165916,6.655170148814351,0.05665531713614914,0.024418006357207644,2745.176947983466,0.0002506380494809036,1.0
