model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,16,0.9375,9.53770558092323,0.12754689995199442,7.971681246999651,2735.430567123661,4.691144311165916,6.655170148814351
discrete_bayes,16,0.9375,9.12909736785568,0.04778199992142618,2.986374995089136,62.4375,4.417610413954613,6.389986187259527
