step_idx,timestamp,dt,heading_change_rad,heading_rad,step_length_m,x_m,y_m,var_x,var_y,neff,map_probability,walkable
0,4.768388,0.041911,-0.30307089704945467,-2.0190323180310483,0.65,4.960831216742015,6.085807877176895,0.02449470178718408,0.018309228979465117,2804.4339656832435,0.00025354969573988654,1.0
1,5.449522,0.038638,0.11432906313181812,-1.9083919277047796,0.65,4.740693555771874,5.47740936584397,0.031346446297068474,0.019882656328003755,2787.99851061599,0.00025353652210336234,1.0
2,6.084299,0.037937,0.08701632309963614,-1.8297835163012497,0.65,4.561259284531097,4.858945130191717,0.041217741409239186,0.02131393891612072,2715.3473041288735,0.0002530495468676617,1.0
3,6.90987,0.045183,0.12340336903936366,-1.717401932020157,0.65,4.445525655872792,4.220728099510691,0.047216555177124184,0.02340487067296278,2524.8452149391946,0.00025354950090332234,1.0
4,7.47548,0.041876,-0.043164047432000086,-1.746496233014971,0.65,4.372437627975718,3.5735341101568436,0.04433201088867424,0.025060527350142265,2274.3449705029716,0.00025353273767372906,1.0
5,8.247761,0.041492,-0.0037300258895456295,-1.7331980167525995,0.65,4.317229758525243,2.9133649395531824,0.04372704170330048,0.024743820654759295,1947.7319270276482,0.00025343526661016384,1.0
6,9.503132,0.044326,0.03980525479190922,-1.6949048670366131,0.65,4.236604203631742,2.274484957096388,0.05824132211148404,0.024972720792972525,1921.689957470312,0.00025354177830844767,1.0
7,13.175355,0.054713,-3.069286601030909,1.5890832515123092,0.65,4.268246158850569,2.9099734315592887,0.034747092701920106,0.025911360906443033,3000.0000000000005,0.0002529314155950843,1.0
8,13.824882,0.043664,-0.05484415353700012,1.5366889391055107,0.65,4.307742794822296,3.5584821521846504,0.02363851182103243,0.02675991350075009,2931.3362227544612,0.00025342215719168534,1.0
9,15.950271,0.043349,0.11516321347236369,1.6475959589584694,0.65,4.261404983465139,4.204169625718151,0.02263539274214607,0.027694668166690202,2904.0170667747043,0.0002535493476234679,1.0
10,18.228857,0.043738,-0.08787905588827272,1.5604219801053634,0.65,4.268882091022519,4.8514373579907595,0.02954680075245498,0.028263283736300444,2895.2982010899173,0.0002535495385006939,1.0
