model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,6,1.0,3.1858269496641745,0.04570239991880953,7.6170666531349225,2606.785599014865,2.4206836824186753,5.048331882154359
discrete_bayes,6,1.0,2.978787177374325,0.018940499983727932,3.1567499972879887,55.166666666666664,2.9222095505405288,5.009077481004819
