model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,4,0.75,1.8147238320889358,0.0413737001363188,10.3434250340797,2650.5168491829804,3.5237240143176094,5.309118525669151
discrete_bayes,4,1.0,1.8663388311890245,0.010708999820053577,2.6772499550133944,29.5,3.4883878955538394,5.203996910221239
