model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,8,1.0,3.2821720317626055,0.0618497000541538,7.731212506769225,2818.325635531536,4.478604978269836,2.714046624536995
discrete_bayes,8,1.0,2.7049753563820906,0.027017500018700957,3.3771875023376197,52.375,4.336455195431682,3.2936698342121433
