model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,0,0.0,0.0,0.0008174001704901457,0.0,0.0,,
discrete_bayes,0,0.0,0.0,0.0008008999284356833,0.0,0.0,,
