timestamp,dt,accel_raw_x_g,accel_raw_y_g,accel_raw_z_g,accel_raw_x_mps2,accel_raw_y_mps2,accel_raw_z_mps2,accel_filt_x_mps2,accel_filt_y_mps2,accel_filt_z_mps2,gyro_x,gyro_y,gyro_z,step_state,step_count,velocity_x,velocity_y,velocity_z,pos_x,pos_y,pos_z
1769097500.5723662,0.03390097618103027,0.44804006814956665,0.1498030126094818,0.4403601884841919,4.395273068547249,1.4695675536990167,4.319933449029922,4.191141853021211,1.8856013909942044,7.642552147985681,1.2585841417312622,-2.9338715076446533,-0.08631078898906708,MOVING,95,67.20608153231808,38.360339468104605,58.32857999310973,411.61387177197605,246.4508514552884,444.29527903695777
1769097500.6083899,0.035300254821777344,0.5898709297180176,0.2974209189414978,0.5517296195030212,5.786633820533753,2.9176992148160936,5.412467567324638,4.493909216711169,2.0814566779850114,7.219361782229695,1.2155181169509888,-2.7609968185424805,0.08717494457960129,MOVING,95,67.36471767281392,38.433815419237966,58.58342530367304,413.9918634718235,247.80757493336066,446.36328887851
1769097500.6403844,0.03210139274597168,0.6916981935501099,0.4032784700393677,0.6526201963424683,6.785559278726578,3.9561617910861973,6.402204126119614,4.928782510907732,2.4372087195792096,7.064294458609609,1.4592534303665161,-3.111938953399658,0.18827314674854279,MOVING,95,67.52293845595605,38.51205321354909,58.81019899456206,416.1594438385602,249.04386547902254,448.25117817390316
1769097500.6826522,0.04224753379821777,0.9300225377082825,0.5271027088165283,0.13720132410526276,9.123521094918251,5.170877573490143,1.3459449894726276,5.724794003481686,2.955961385811894,5.979156063254532,1.7481926679611206,-3.142176628112793,0.49889811873435974,MOVING,95,67.76479688410598,38.6369352921024,59.06280359242922,419.02233938525086,250.6761807086352,450.7464359648918
1769097500.7275417,0.044893741607666016,0.9234764575958252,0.4142041504383087,-0.05037497356534004,9.059304049015045,4.063342715799808,-0.49417849067598585,6.357564858014918,3.166102792166097,4.75074847670161,1.6816083192825317,-1.6834303140640259,-0.037441570311784744,STEP_DETECTED,96,68.05021175809567,38.77907349275721,59.27608246698527,422.07736800826575,252.41711841380373,453.40756109467935
1769097500.7861342,0.05861067771911621,0.9125664234161377,0.29207944869995117,0.15889035165309906,8.95227661371231,2.8652993917465213,1.5587143497169018,6.849948432363227,3.1090210553799205,4.145014460414286,1.2295680046081543,-2.1186718940734863,0.11924536526203156,MOVING,96,68.45169187805747,38.961295323856035,59.51902457366569,426.08936806025883,254.70066633754956,456.8960114621226
1769097500.8285527,0.04242110252380371,0.1556502729654312,0.16582731902599335,0.4196459650993347,1.5269291777908802,1.6267659996449948,4.116726917624474,5.839829585390664,2.8277420112486955,4.139646495592069,0.2891409993171692,-1.2982797622680664,-0.15197880566120148,STEP_DETECTED,97,68.69942388762087,39.081251257626086,59.69463294206751,429.00367336432186,256.35853610390785,459.42832360627887
1769097500.8832812,0.054703474044799805,0.9663894772529602,0.46373382210731506,-0.051580119878053665,9.48028077185154,4.549228794872761,-0.5060009760037065,6.530657136271502,3.154418688861531,3.2580686084900354,-0.35074034333229065,-0.27782943844795227,-0.07745324075222015,MOVING,97,69.05667352077039,39.253808918498656,59.87286061362822,432.7813133118855,258.50585582124046,462.7035770828444
1769097500.9273593,0.04421830177307129,1.5712919235229492,0.4197883605957031,-0.07471886277198792,15.414373769760132,4.1181238174438475,-0.7329920437932015,8.216469111297217,3.3372954861733084,2.500707909330626,0.7417921423912048,-0.925652027130127,-0.4577168822288513,STEP_DETECTED,98,69.41999183144284,39.40137845741218,59.983437670609305,435.8509474597724,260.2481178641453,465.3559428311496
1769097500.9848516,0.05753135681152344,0.5646565556526184,0.4265865385532379,-0.0542314313352108,5.539280810952187,4.184813943207264,-0.532010341398418,7.708434435910678,3.498124204925686,1.92520635351948,0.32060056924819946,-0.43482181429862976,-0.26865407824516296,MOVING,98,69.86346852343345,39.60263028921678,60.094197404269444,439.8702875954847,262.52651091798907,468.8132435443168
1769097501.0261137,0.041182518005371094,0.5183494091033936,0.4494090676307678,0.039722587913274765,5.085007703304291,4.408702953457833,0.38967858742922545,7.210601785017841,3.67091951366986,1.6338180525575559,0.5380685925483704,-0.3627397119998932,-0.5530118346214294,STEP_DETECTED,99,70.16041926127451,39.75380799818476,60.1614821456364,442.7596703249765,264.16367283165636,471.29084486600925
1769097501.094936,0.06885886192321777,0.8900189995765686,0.5394850969314575,-0.20366914570331573,8.731086385846138,5.2923488008975985,-1.9979943193495275,7.499135430750748,3.9786088538230384,0.9446298399881073,0.1614701896905899,-0.6064749360084534,-0.2066512405872345,MOVING,99,70.67680119244409,40.02777047589665,60.22652828135669,447.62639441946175,266.9199395519504,475.43797506104994
1769097501.1355987,0.04082179069519043,0.9132937788963318,0.5542954802513123,-0.2410285770893097,8.959411970973015,5.437638661265374,-2.3644903412461282,7.776243737996371,4.255480575736556,0.31667707444236026,-0.08318135142326355,0.13022853434085846,-0.002011384814977646,STEP_DETECTED,100,70.99424138671137,40.20148681326682,60.23945560660754,450.52450648191393,268.56103623227705,477.8970575094151
1769097501.193908,0.05803179740905762,0.9028686285018921,0.5309873819351196,-0.16679178178310394,8.857141245603561,5.208986216783524,-1.6362273792922497,7.981359461209626,4.4364218747726,-0.05391440770557965,-0.7444429993629456,0.907554566860199,0.13940392434597015,MOVING,100,71.45741402201315,40.45894034872473,60.23632685662214,454.6713086558145,270.9089412619794,481.39267982622437
1769097501.2385423,0.044722557067871094,0.8866247534751892,0.5161769986152649,-0.11569372564554214,8.697788831591607,5.063696356415749,-1.1349554485827684,8.117312155524212,4.55545615697784,-0.25905736840460414,-1.1427271366119385,1.4521409273147583,0.037389419972896576,STEP_DETECTED,101,71.82044097812631,40.66267199667536,60.22474114867981,457.88330242609845,272.72747993088285,484.08608424914394
1769097501.300254,0.06169247627258301,0.9011714458465576,0.3535059988498688,0.00024369684979319572,8.84049188375473,3.467893848717213,0.0023906660964712503,8.254545826547789,4.349075692754007,-0.20944387378374227,-0.16900791227817535,0.8565473556518555,0.23653148114681244,MOVING,101,72.32968435067156,40.93097724565825,60.21182003746597,462.3454997617057,275.25261327342423,487.80070052813437
1769097501.3380864,0.0377199649810791,0.9632376432418823,0.7242502570152283,0.4079485237598419,9.449361280202867,7.10489502131939,4.00197501808405,8.481279105288865,4.872031727572787,0.5897329451837735,-1.3317899703979492,1.7380259037017822,-0.1400669366121292,STEP_DETECTED,102,72.64959790151781,41.114750111809,60.23406474350649,465.0858400504404,276.8034602078475,490.0727273409275
1769097501.4127579,0.07486510276794434,0.7285499572753906,0.6766628623008728,0.24174727499485016,7.147075080871582,6.638062679171562,2.37154076769948,8.228094856591493,5.207161296569646,0.9278564005254466,-0.9609947204589844,1.7511595487594604,-0.08478362113237381,MOVING,102,73.26559506854092,41.50458477740595,60.30352880828572,470.57087635460135,279.9107052125488,494.5873572224295
1769097501.459747,0.04713630676269531,0.981905996799469,0.30009162425994873,0.5375952124595642,9.63249782860279,2.9438988339900973,5.273809034228325,8.494600357121918,4.777674954371395,1.7525629163965817,-0.7450538277626038,1.7145075798034668,-0.13792890310287476,STEP_DETECTED,103,73.66599915680072,41.72978672966765,60.38613815153391,474.04321948883677,281.87769324098025,497.4337367545547
1769097501.52774,0.06771326065063477,0.7496427893638611,0.331169068813324,0.5473431348800659,7.353995763659477,3.2487685650587084,5.369436153173447,8.278154362527737,4.487543154120075,2.438916214938706,-0.9182341694831848,2.1436402797698975,-0.0194210447371006,MOVING,103,74.22653998085676,42.03365290894356,60.55128512090112,479.0693405377553,284.72392893650186,501.53386170667716
1769097501.5590096,0.03136181831359863,0.9712383151054382,0.37487173080444336,0.40575525164604187,9.527847871184349,3.6774916791915895,3.980459018647671,8.515301535149552,4.333824329762953,2.731445955105211,-1.5009995698928833,2.455487012863159,-0.08234016597270966,STEP_DETECTED,104,74.49359532048763,42.16956952017664,60.63694823267854,481.4055951397232,286.0464433141563,503.4355466602415
1769097501.6142175,0.05503273010253906,0.7622499465942383,0.2595452666282654,0.4893432855606079,7.477671976089478,2.5461390656232834,4.8004576313495635,8.318396522476135,3.9945855460197817,3.124070439223975,-2.280769109725952,4.470120429992676,0.41704216599464417,MOVING,104,74.95137939119496,42.389402468402245,60.80887435798167,485.53037417257184,288.37924785940777,506.7820250306235
1769097501.6473918,0.03322792053222656,0.44973719120025635,0.2308957427740097,0.9002161026000977,4.411921845674515,2.2650872366130352,8.831119966506959,7.577087218950914,3.666388567089392,4.207064509396195,-1.6518833637237549,3.015650510787964,-0.38105326890945435,STEP_DETECTED,105,75.20315024317202,42.51122893634975,60.94866636317384,488.0292184726251,289.7918075962321,508.80722247308427
1769097501.706085,0.059065818786621094,0.2385667860507965,0.09711702913045883,1.0142662525177002,2.340340171158314,0.9527180557698012,9.94995193719864,6.583339754058789,3.1514308716793993,5.296859332490648,-1.0944688320159912,2.689448356628418,0.051133893430233,MOVING,105,75.59200059609601,42.69737078113493,61.261529696644956,492.49412188155225,292.3137627614558,512.4256848847375
1769097501.7537117,0.047197580337524414,0.18377399444580078,0.07915037870407104,1.1933834552764893,1.8028228855133057,0.776465215086937,11.70709169626236,5.676168474706352,2.7007472547497904,6.513292378183154,-0.5706518292427063,1.0202592611312866,-0.1052476093173027,STEP_DETECTED,106,75.85990201369029,42.82483951666233,61.56894133692604,496.07452570124013,294.33499156498505,515.3315899397834
1769097501.8074543,0.05372762680053711,0.21310995519161224,0.10731431841850281,1.1024845838546753,2.0906086604297163,1.0527534636855127,10.815373767614366,4.995757344831667,2.388016920998343,7.329673699543508,-0.28476688265800476,0.14183497428894043,-0.0032331161201000214,MOVING,106,76.12831219989944,42.9531419985871,61.962747310024824,500.1647192480711,296.6427619481956,518.6607013027924
1769097501.8528438,0.045665740966796875,0.27469122409820557,0.1068287342786789,0.9518798589706421,2.6947209084033967,1.04798988327384,9.337941416502,4.559102852175033,2.1337276724491034,7.710771150754834,-0.3321089446544647,0.17665429413318634,0.05327191948890686,STEP_DETECTED,107,76.33650700978785,43.050580253770846,62.31486538804944,503.6506824034901,298.6086985945346,521.5063558039839
1769097501.9186044,0.06557226181030273,0.23444519937038422,0.06628236919641495,1.0710476636886597,2.299907405823469,0.6502300418168306,10.506977580785751,4.130388284330087,1.8522128320033135,8.24139121427873,0.4644593298435211,-0.4788041114807129,0.0761793702840805,MOVING,107,76.60734591174615,43.17203403851937,62.85527205043326,508.67399934620755,301.4395865133917,525.6279181590327
1769097501.96221,0.043656110763549805,0.28972285985946655,0.11289854347705841,1.0184091329574585,2.842181255221367,1.107534711509943,9.990593594312669,3.8859326217307992,1.7108995343306956,8.573327321728241,1.102813482284546,-1.5450693368911743,0.1730015128850937,MOVING,107,76.77699061670012,43.24672525809542,63.229550177602796,512.0257841526623,303.3275703414199,528.3882744051156
1769097502.0062163,0.04399681091308594,0.36706313490867615,0.18209443986415863,0.988434374332428,3.600889353454113,1.7863464550673962,9.696541212201119,3.8318415948682505,1.7252166639403101,8.786473182317314,1.1092275381088257,-1.7610102891921997,0.23500432074069977,MOVING,107,76.94557942679843,43.3226292894429,63.616126976798114,515.4111442613009,305.23362787052525,531.1871811147366
1769097502.0473466,0.04111647605895996,0.11976828426122665,0.20661649107933044,1.242122769355774,1.1749268686026335,2.0269077774882316,12.185224367380142,3.327654119405987,1.782466856957577,9.431434709603414,1.4806336164474487,-2.765272855758667,0.45399951934814453,MOVING,107,77.08240083773148,43.39591804529289,64.00391433623717,518.5805009499127,307.0179150958911,533.8187965262223
1769097502.0871751,0.040372610092163086,0.3406365215778351,0.14956021308898926,0.8453843593597412,3.3416442766785623,1.4671856904029847,8.293220565319062,3.3303089513457738,1.722637757493259,9.21544233684527,1.0817387104034424,-2.5960631370544434,-0.18496552109718323,MOVING,107,77.21685410251061,43.4654654278062,64.37596579652944,521.6979468931368,308.7727293840823,536.417822292632
1769097502.1443036,0.05657505989074707,0.46040478348731995,0.305433064699173,0.712325930595398,4.516570926010609,2.996298364698887,6.987917379140854,3.5554190854161245,1.9643330290029026,8.792737696063398,0.992857813835144,-2.3110945224761963,-0.04324478656053543,MOVING,107,77.41800215020473,43.57659768656741,64.87341545828785,526.0778750014066,311.23807800803485,540.0880396575019
