model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,2,1.0,0.4623906691666744,0.022760799853131175,11.380399926565588,2972.7391543435106,4.764892679028874,5.3319510929839415
discrete_bayes,2,1.0,0.4207687352371323,0.009257900062948465,4.628950031474233,17.0,4.78422831571098,5.2992697428541256
