model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,2,1.0,0.4689781311951701,0.018294200068339705,9.147100034169853,2996.3573232430526,4.600994300956408,5.333686202613345
discrete_bayes,2,1.0,0.4207687352371323,0.008503899909555912,4.251949954777956,17.0,4.78422831571098,5.2992697428541256
