timestamp,dt,heading_rad,accel_x,accel_y,accel_z,accel_norm,gyro_x_rads,gyro_y_rads,gyro_z_rads,step_event
0.001195,0.001195,2.175714,0.083159,0.077208,0.931409,0.938296,-0.122594,0.201372,0.091315,0
0.150704,0.149508,2.180501,0.065703,0.104158,0.954317,0.96223,-0.043182,0.192209,0.103533,0
0.192255,0.041551,2.184889,0.058187,0.130622,0.999157,1.009338,-0.059675,0.211757,0.061383,0
0.238004,0.04575,2.188785,0.070794,0.105858,0.99209,1.00023,-0.014471,0.199539,0.077876,0
0.279681,0.041677,2.191958,0.056975,0.096874,0.986241,0.992624,0.026484,0.152186,0.037276,0
0.324686,0.045004,2.193753,0.047035,0.102944,0.990871,0.997314,0.02505,0.150608,0.031545,0
0.366117,0.041432,2.194887,0.060854,0.105372,0.970401,0.978,0.001227,0.24407,0.020854,0
0.404029,0.037912,2.195763,0.052611,0.094446,0.962359,0.968412,0.068727,0.221163,0.019633,0
0.452591,0.048562,2.196151,0.062793,0.111199,1.000376,1.008494,0.004892,0.244987,-0.012438,0
0.490702,0.038111,2.195798,0.078068,0.095175,0.980636,0.988332,0.009473,0.233075,-0.006024,0
0.532294,0.041592,2.197045,0.086553,0.105615,0.997695,1.006996,-0.01374,0.221468,0.004666,0
0.577299,0.045004,2.198231,0.080734,0.1078,1.00135,1.010367,-0.047948,0.24071,0.002223,0
0.618756,0.041458,2.199278,0.076613,0.102944,1.006224,1.014374,-0.049475,0.182678,-0.002969,0
0.663725,0.044969,2.200695,0.073219,0.111685,0.996476,1.005385,-0.10598,0.196117,0.023909,0
0.705278,0.041552,2.20247,0.065218,0.103672,0.975275,0.982936,-0.098955,0.235518,0.000696,0
0.743519,0.038241,2.203195,0.053581,0.112413,0.971132,0.979084,-0.087349,0.200699,-0.016408,0
0.792404,0.048886,2.203137,0.064006,0.121882,0.976493,0.98615,-0.074521,0.251095,0.007721,0
0.830549,0.038145,2.20419,0.062551,0.118726,0.982829,0.991949,-0.053446,0.237656,-0.000526,0
0.879099,0.04855,2.204769,0.073946,0.115812,0.988922,0.998422,-0.044283,0.235824,0.000696,0
0.917119,0.03802,2.205238,0.077825,0.114598,0.99209,1.001714,-0.040007,0.234296,0.001918,0
0.965833,0.048714,2.205284,0.083159,0.109499,0.999401,1.008815,-0.060165,0.21933,0.028185,0
1.005069,0.039236,2.205049,0.070794,0.104401,0.986241,0.994275,-0.040923,0.210473,0.020854,0
1.052716,0.047647,2.206398,0.058914,0.117754,0.995258,1.00393,-0.076353,0.225133,-0.005107,0
1.091438,0.038722,2.208093,0.05649,0.10173,0.969913,0.976869,0.000921,0.195506,-0.002358,0
1.140556,0.049118,2.209588,0.068127,0.113141,0.993308,1.00205,-0.058027,0.246819,-0.025571,0
1.185876,0.04532,2.209977,0.065945,0.094689,0.979418,0.986192,-0.012518,0.209251,-0.017325,0
1.227859,0.041983,2.209233,0.074916,0.114598,1.007443,1.016703,-0.088571,0.236129,-0.018546,0
1.271976,0.044116,2.208308,0.067158,0.101973,0.980636,0.988208,-0.071466,0.217498,-0.019463,0
1.317659,0.045683,2.207935,0.075158,0.107557,0.96309,0.971987,-0.037869,0.247735,0.000696,0
1.366249,0.04859,2.208108,0.063036,0.108771,0.989409,0.997364,-0.044894,0.251706,-0.018852,0
