timestamp,dt,accel_raw_x_g,accel_raw_y_g,accel_raw_z_g,accel_raw_x_mps2,accel_raw_y_mps2,accel_raw_z_mps2,accel_filt_x_mps2,accel_filt_y_mps2,accel_filt_z_mps2,accel_lin_x_mps2,accel_lin_y_mps2,accel_lin_z_mps2,gyro_x,gyro_y,gyro_z,step_state,step_count,velocity_x,velocity_y,velocity_z,pos_x,pos_y,pos_z
1769184114.0677493,2.033827066421509,0.021092794835567474,-0.0007236776873469353,1.0179216861724854,0.20692031733691693,-0.007099278112873435,9.985811741352082,0.20721880096044906,-0.06508540663477438,9.983026290935623,0.0017112352630269945,-0.06511673731283639,0.002913348243229308,-0.0018509775400161743,0.000744442455470562,0.0010321089066565037,INITIALIZING,0,0.003480356594959231,-0.13243618282390604,0.005925246510991319,0.007078443443626684,-0.26935229320080745,0.012050926729273754
1769184114.1106384,0.04284214973449707,0.019880564883351326,-0.0,1.0174343585968018,0.19502834150567652,-0.0,9.981031057834626,0.20490548735784592,-0.052734522153530736,9.982647666988754,-0.0006020783395761509,-0.052765852831592734,0.00253472429636048,0.0011682864278554916,0.0001392187550663948,-0.0010942933149635792,INITIALIZING,0,0.0034545622645832125,-0.13469678539178556,0.0060338395488316625,0.007226444317433102,-0.27512299304931775,0.01230942938669873
1769184114.1606283,0.049956321716308594,0.021092794835567474,-0.0007236776873469353,1.0179216861724854,0.20692031733691693,-0.007099278112873435,9.985811741352082,0.20528783009191676,-0.044074583519631554,9.983248095240986,-0.00021973560550531124,-0.04410591419769355,0.0031351525485927567,-0.002133570611476898,-0.00254792720079422,-0.00019225082360208035,INITIALIZING,0,0.003443585081982061,-0.13690015463103744,0.006190460238178867,0.0073984731616460785,-0.28196202121707825,0.012618682009929211
1769184114.2108262,0.0502161979675293,0.021577686071395874,-0.0009649035637266934,1.0181653499603271,0.21167710036039353,-0.009465703960158863,9.98820208311081,0.20650028528096123,-0.037507054858975694,9.98418818511774,0.0009927195835391645,-0.03753838553703769,0.004075242425345849,-0.0006114300340414047,-0.00039118947461247444,0.0004248497716616839,INITIALIZING,0,0.003493435685115307,-0.13878518963054676,0.006395103418575709,0.00757390021959666,-0.28893128577452687,0.012939819789219232
1769184114.2646356,0.05390453338623047,0.020607901737093925,-0.0012061294401064515,1.0179216861724854,0.20216351604089142,-0.01183212980744429,9.985811741352082,0.20567732144505127,-0.032634871526765766,9.984496278076453,0.0001697557476292022,-0.032666202204827764,0.004383335384058995,-0.0020925477147102356,-0.001899835653603077,0.00012553096166811883,INITIALIZING,0,0.00350258628948089,-0.14054604601789825,0.006631385067128763,0.007762705499176136,-0.2965073548044013,0.013297281506967224
1769184114.3154085,0.05068659782409668,0.021092794835567474,0.00024279257922898978,1.0181653499603271,0.20692031733691693,0.00238179520223639,9.98820208311081,0.20591319764933222,-0.02598995943279967,9.985199507452373,0.00040563195191015144,-0.02602129011086167,0.005086564759979595,-0.0002462398260831833,0.001762031577527523,0.00013648804451804608,INITIALIZING,0,0.003523146393091963,-0.14186497668461165,0.006889205729424071,0.007941281803478206,-0.3036980078229391,0.013646471907102005
1769184114.3679922,0.05253934860229492,0.020850349217653275,-0.0016885813092812896,1.0181653499603271,0.20454192582517863,-0.01656498264404945,9.98820208311081,0.20565297925678927,-0.024201435621164422,9.985769289021253,0.00014541355936720235,-0.02423276629922642,0.00565634632885903,-0.0005282368510961533,-0.0012845499441027641,-0.0007538179634138942,INITIALIZING,0,0.003530786326779057,-0.14313815044080466,0.007186386481011307,0.008126787017141066,-0.31121839300723625,0.014024039971618678
1769184114.4110608,0.043032169342041016,0.022547468543052673,-0.0,1.0174343585968018,0.22119066640734675,-0.0,9.981031057834626,0.20860147706950335,-0.01960886793061314,9.984870142053333,0.003093911372081287,-0.01964019860867514,0.004757199360939879,-0.0007856935262680054,0.001115236897021532,0.0013582614483311772,INITIALIZING,0,0.0036639240448717255,-0.1439833107932445,0.007391099089505121,0.008284453617096363,-0.31741430721971886,0.014342094999262069
1769184114.461102,0.050063371658325195,0.020365456119179726,-0.0,1.0181653499603271,0.19978512452915312,-0.0,9.98820208311081,0.20692844839223293,-0.01588780548142244,9.98550242540573,0.00142088269481086,-0.01591913615948444,0.005389482713336946,-0.0022963322699069977,0.00021249614655971527,-0.0013442810159176588,INITIALIZING,0,0.0037350582233049243,-0.14478027642327626,0.007660914765629028,0.00847144322509516,-0.3246624960070924,0.014725626222416506
1769184114.511156,0.05003809928894043,0.020123012363910675,-0.0014473553746938705,1.0184091329574585,0.19740675128996374,-0.01419855622574687,9.990593594312669,0.20512157052120053,-0.015567246334670048,9.986468547341435,-0.00038599517622153745,-0.015598577012732049,0.006355604649041169,0.002234227955341339,-0.0006652022711932659,-0.0010244108270853758,INITIALIZING,0,0.003715743758352099,-0.14556079956860554,0.007978937142099001,0.008657371980207842,-0.33194608174848383,0.01512487707135307
