t,dt,acc_x_g,acc_y_g,acc_z_g,acc_mag_g,gyro_x_rads,gyro_y_rads,gyro_z_rads,state,step,heading_rad,pos_x_m,pos_y_m,walkable
0.859051,0.035336,0.054308,-0.020745,1.006224,1.007902,0.001177,0.000184,-0.000873,STILL,0,-0.000463,1.700000,0.249968,1
0.892581,0.033530,0.053823,-0.020263,1.007686,1.009326,0.002034,0.001975,-0.000238,STILL,0,-0.000471,1.700000,0.249968,1
0.929350,0.036769,0.054550,-0.020745,1.008174,1.009862,-0.000096,-0.000188,-0.001141,STILL,0,-0.000513,1.700000,0.249968,1
0.957824,0.028474,0.053823,-0.020745,1.006712,1.008363,-0.001940,-0.000492,0.000093,STILL,0,-0.000510,1.700000,0.249968,1
0.994136,0.036311,0.053581,-0.020987,1.007199,1.008842,-0.002466,0.001006,0.002192,STILL,0,-0.000430,1.700000,0.249968,1
1.034594,0.040459,0.052611,-0.020504,1.008905,1.010484,0.000249,0.001527,-0.001459,STILL,0,-0.000489,1.700000,0.249968,1
1.064239,0.029644,0.054308,-0.019781,1.007686,1.009343,0.001727,0.001476,-0.000830,STILL,0,-0.000514,1.700000,0.249968,1
1.098028,0.033790,0.054065,-0.020745,1.007199,1.008862,0.002310,-0.000370,-0.000212,STILL,0,-0.000521,1.700000,0.249968,1
1.134283,0.036255,0.054065,-0.020504,1.008174,1.009831,0.000467,-0.000097,-0.002597,STILL,0,-0.000615,1.700000,0.249968,1
1.167427,0.033144,0.053581,-0.021710,1.009636,1.011290,0.001382,0.000186,-0.000159,STILL,0,-0.000621,1.700000,0.249968,1
1.203712,0.036284,0.053581,-0.020263,1.008417,1.010043,0.000741,0.000465,-0.000744,STILL,0,-0.000648,1.700000,0.249968,1
1.234805,0.031094,0.054065,-0.020745,1.008661,1.010322,-0.001076,-0.000416,0.000161,STILL,0,-0.000643,1.700000,0.249968,1
1.270069,0.035264,0.053338,-0.021710,1.009392,1.011034,-0.000184,0.002280,0.000471,STILL,0,-0.000626,1.700000,0.249968,1
1.302487,0.032418,0.054065,-0.021469,1.009636,1.011311,-0.001685,0.001639,-0.000135,STILL,0,-0.000630,1.700000,0.249968,1
1.337566,0.035079,0.054308,-0.021469,1.011098,1.012783,0.002520,-0.000518,0.000496,STILL,0,-0.000613,1.700000,0.249968,1
1.376899,0.039333,0.053581,-0.019298,1.009636,1.011241,0.001866,-0.000796,-0.000106,STILL,0,-0.000617,1.700000,0.249968,1
1.406803,0.029904,0.053823,-0.020987,1.009636,1.011287,-0.000574,-0.000184,-0.001579,STILL,0,-0.000664,1.700000,0.249968,1
1.439028,0.032224,0.054065,-0.020504,1.010855,1.012507,0.003324,-0.001109,-0.000656,STILL,0,-0.000686,1.700000,0.249968,1
1.475900,0.036873,0.053823,-0.021710,1.009880,1.011546,0.000241,-0.000466,-0.000329,STILL,0,-0.000698,1.700000,0.249968,1
1.508158,0.032258,0.053096,-0.019539,1.010367,1.011950,0.000833,0.002492,-0.000603,STILL,0,-0.000717,1.700000,0.249968,1
1.543674,0.035516,0.054308,-0.021469,1.011342,1.013027,0.000220,-0.000554,-0.001178,STILL,0,-0.000759,1.700000,0.249968,1
1.578647,0.034973,0.054308,-0.021228,1.010367,1.012048,-0.000088,-0.000571,-0.000859,STILL,0,-0.000789,1.700000,0.249968,1
1.614185,0.035538,0.053823,-0.020022,1.009880,1.011511,0.001702,-0.000862,0.000050,STILL,0,-0.000787,1.700000,0.249968,1
1.648854,0.034669,0.052611,-0.022916,1.011829,1.013455,0.000744,0.000658,0.001545,STILL,0,-0.000734,1.700000,0.249968,1
1.680314,0.031460,0.054065,-0.022193,1.011098,1.012786,0.001860,-0.002082,-0.001204,STILL,0,-0.000771,1.700000,0.249968,1
1.718110,0.037796,0.051883,-0.020263,1.012317,1.013848,-0.000910,0.001225,0.000032,STILL,0,-0.000770,1.700000,0.249968,1
1.750976,0.032866,0.053823,-0.020022,1.011342,1.012971,-0.000915,0.000594,0.000637,STILL,0,-0.000749,1.700000,0.249968,1
1.785943,0.034966,0.054065,-0.020745,1.011829,1.013485,-0.001169,-0.000612,0.000330,STILL,0,-0.000738,1.700000,0.249968,1
1.822210,0.036267,0.052611,-0.020745,1.012804,1.014382,0.000926,-0.001538,-0.000251,STILL,0,-0.000747,1.700000,0.249968,1
1.857002,0.034792,0.054793,-0.020504,1.012073,1.013763,-0.000881,0.000906,0.001224,STILL,0,-0.000704,1.700000,0.249968,1
1.895469,0.038467,0.054065,-0.020263,1.011586,1.013232,0.002126,0.001456,-0.001785,STILL,0,-0.000773,1.700000,0.249968,1
1.930877,0.035408,0.054065,-0.020504,1.010855,1.012507,0.000599,0.001112,-0.000264,STILL,0,-0.000782,1.700000,0.249968,1
1.966123,0.035246,0.053581,-0.020745,1.012560,1.014189,-0.000021,0.002587,-0.000255,STILL,0,-0.000791,1.700000,0.249968,1
2.001640,0.035516,0.054065,-0.021469,1.013048,1.014717,0.000545,0.002241,0.000023,STILL,0,-0.000790,1.700000,0.249968,1
2.039985,0.038346,0.054308,-0.020987,1.013779,1.015449,-0.000985,-0.001117,-0.000268,STILL,0,-0.000801,1.700000,0.249968,1
2.078460,0.038475,0.054793,-0.020745,1.012804,1.014497,-0.001288,0.000697,0.000932,STILL,0,-0.000765,1.700000,0.249968,1
2.115430,0.036970,0.054550,-0.019781,1.013048,1.014708,0.000842,0.001579,0.000947,STILL,0,-0.000730,1.700000,0.249968,1
2.147483,0.032052,0.053096,-0.020263,1.013779,1.015370,0.002005,-0.000851,0.000034,STILL,0,-0.000729,1.700000,0.249968,1
2.182074,0.034591,0.052126,-0.020745,1.014754,1.016303,0.001047,-0.000532,0.001855,STILL,0,-0.000665,1.700000,0.249968,1
2.219064,0.036990,0.053581,-0.021228,1.014510,1.016146,0.001267,0.001283,0.000342,STILL,0,-0.000652,1.700000,0.249968,1
2.249074,0.030010,0.055520,-0.020504,1.014997,1.016722,-0.001157,0.000619,-0.000865,STILL,0,-0.000678,1.700000,0.249968,1
2.284742,0.035668,0.052126,-0.020504,1.014266,1.015812,0.000963,-0.000017,-0.000862,STILL,0,-0.000709,1.700000,0.249968,1
2.319170,0.034428,0.053823,-0.020987,1.015241,1.016883,-0.002057,0.000894,-0.000248,STILL,0,-0.000717,1.700000,0.249968,1
2.353410,0.034240,0.054308,-0.021228,1.014266,1.015941,0.000720,0.002076,0.001267,STILL,0,-0.000674,1.700000,0.249968,1
2.379306,0.025896,0.053581,-0.021469,1.014754,1.016394,-0.000485,0.001411,0.000940,STILL,0,-0.000649,1.700000,0.249968,1
2.423244,0.043937,0.053823,-0.020504,1.014023,1.015657,-0.000154,-0.000428,-0.001153,STILL,0,-0.000700,1.700000,0.249968,1
2.453336,0.030092,0.053096,-0.021228,1.014754,1.016364,0.002544,0.002579,-0.001120,STILL,0,-0.000734,1.700000,0.249968,1
2.491565,0.038229,0.055035,-0.021952,1.014023,1.015752,-0.000503,-0.000174,0.000394,STILL,0,-0.000719,1.700000,0.249968,1
2.523254,0.031689,0.053096,-0.021469,1.013779,1.015395,0.001000,-0.001339,-0.000205,STILL,0,-0.000725,1.700000,0.249968,1
2.560122,0.036868,0.055035,-0.020987,1.015485,1.017191,0.000045,-0.000699,-0.002030,STILL,0,-0.000800,1.700000,0.249968,1
2.595871,0.035749,0.055035,-0.021710,1.015485,1.017207,-0.000547,0.002002,-0.001713,STILL,0,-0.000861,1.700000,0.249968,1
2.635424,0.039553,0.054308,-0.021469,1.016460,1.018136,-0.000513,0.001345,-0.000469,STILL,0,-0.000880,1.700000,0.249968,1
2.678743,0.043319,0.054065,-0.020263,1.014997,1.016638,0.000079,0.000709,0.001063,STILL,0,-0.000834,1.700000,0.249968,1
2.708150,0.029407,0.053338,-0.021952,1.014997,1.016635,0.000967,0.000961,-0.001335,STILL,0,-0.000873,1.700000,0.249968,1
2.738132,0.029982,0.053581,-0.020745,1.014266,1.015892,-0.000872,-0.001443,0.001102,STILL,0,-0.000840,1.700000,0.249968,1
2.786578,0.048446,0.054550,-0.023640,1.014997,1.016737,0.000639,0.000386,0.001691,STILL,0,-0.000758,1.700000,0.249968,1
2.819450,0.032872,0.054065,-0.020504,1.014510,1.016157,-0.001795,0.000378,-0.000132,STILL,0,-0.000762,1.700000,0.249968,1
2.855244,0.035794,0.054793,-0.020745,1.015485,1.017173,-0.001766,-0.001426,-0.000713,STILL,0,-0.000788,1.700000,0.249968,1
2.894007,0.038763,0.054065,-0.020987,1.015972,1.017626,0.000065,-0.001419,0.000187,STILL,0,-0.000781,1.700000,0.249968,1
2.925264,0.031257,0.053823,-0.021228,1.015241,1.016888,0.001524,-0.000476,0.000181,STILL,0,-0.000775,1.700000,0.249968,1
2.961665,0.036402,0.052853,-0.020504,1.015728,1.017309,-0.001825,0.001938,-0.001607,STILL,0,-0.000834,1.700000,0.249968,1
2.996079,0.034414,0.054308,-0.021228,1.016216,1.017887,-0.000293,-0.000474,-0.001263,STILL,0,-0.000877,1.700000,0.249968,1
3.032642,0.036563,0.053581,-0.020263,1.016460,1.018072,0.001824,0.001624,0.000866,STILL,0,-0.000845,1.700000,0.249968,1
3.064352,0.031710,0.053823,-0.021469,1.014023,1.015677,-0.000594,-0.001128,-0.001280,STILL,0,-0.000886,1.700000,0.249968,1
3.099549,0.035197,0.052853,-0.021952,1.015728,1.017340,0.000026,-0.000495,0.000859,STILL,0,-0.000856,1.700000,0.249968,1
3.134019,0.034470,0.055035,-0.021710,1.014997,1.016720,0.000025,0.001313,-0.000640,STILL,0,-0.000878,1.700000,0.249968,1
3.170062,0.036043,0.055278,-0.021952,1.016216,1.017955,0.000040,-0.001713,0.001488,STILL,0,-0.000824,1.700000,0.249968,1
3.205407,0.035345,0.053581,-0.020987,1.015728,1.017357,0.001835,0.000105,-0.000038,STILL,0,-0.000825,1.700000,0.249968,1
3.237878,0.032471,0.055035,-0.021469,1.015972,1.017688,0.001529,-0.000504,0.000279,STILL,0,-0.000816,1.700000,0.249968,1
3.270667,0.032789,0.053823,-0.021228,1.016460,1.018105,0.001448,-0.000787,-0.000631,STILL,0,-0.000837,1.700000,0.249968,1
3.302987,0.032320,0.053823,-0.022434,1.016460,1.018131,0.001084,-0.000471,0.001482,STILL,0,-0.000789,1.700000,0.249968,1
3.330198,0.027211,0.054065,-0.021228,1.017191,1.018848,0.000763,0.000451,-0.000344,STILL,0,-0.000799,1.700000,0.249968,1
3.363811,0.033613,0.053823,-0.022916,1.015972,1.017655,0.001343,-0.000160,0.000884,STILL,0,-0.000769,1.700000,0.249968,1
3.399496,0.035684,0.055035,-0.021228,1.015728,1.017440,0.000413,0.000726,0.000274,STILL,0,-0.000759,1.700000,0.249968,1
3.438259,0.038763,0.053823,-0.020745,1.017434,1.019068,0.000689,-0.002917,0.000545,STILL,0,-0.000738,1.700000,0.249968,1
3.467946,0.029687,0.054308,-0.021469,1.015728,1.017406,0.001241,0.001314,0.000226,STILL,0,-0.000731,1.700000,0.249968,1
3.505122,0.037176,0.053338,-0.021710,1.016947,1.018576,0.001796,-0.000231,0.000214,STILL,0,-0.000723,1.700000,0.249968,1
3.543301,0.038179,0.054065,-0.019298,1.016703,1.018323,-0.001832,-0.000534,-0.000089,STILL,0,-0.000727,1.700000,0.249968,1
3.575361,0.032060,0.053581,-0.022193,1.015241,1.016896,0.002122,-0.002313,-0.000416,STILL,0,-0.000740,1.700000,0.249968,1
3.613176,0.037815,0.052853,-0.021469,1.017678,1.019276,-0.000961,0.002223,-0.001288,STILL,0,-0.000789,1.700000,0.249968,1
3.654067,0.040891,0.054065,-0.020987,1.016460,1.018113,0.000262,-0.000213,0.000226,STILL,0,-0.000780,1.700000,0.249968,1
3.686077,0.032011,0.054065,-0.021952,1.017191,1.018863,-0.000368,-0.002053,-0.000952,STILL,0,-0.000810,1.700000,0.249968,1
3.725867,0.039790,0.053338,-0.020745,1.017191,1.018799,-0.000376,-0.000218,0.000275,STILL,0,-0.000799,1.700000,0.249968,1
3.762614,0.036747,0.053823,-0.021469,1.015972,1.017623,0.001454,-0.000536,0.000266,STILL,0,-0.000789,1.700000,0.249968,1
3.795597,0.032982,0.055278,-0.020745,1.016947,1.018659,-0.000921,-0.000819,-0.000308,STILL,0,-0.000799,1.700000,0.249968,1
3.840026,0.044429,0.053338,-0.021952,1.015728,1.017365,0.001191,-0.000221,0.002360,STILL,0,-0.000695,1.700000,0.249968,1
3.886823,0.046798,0.053823,-0.020745,1.016460,1.018095,0.000286,0.001298,0.000229,STILL,0,-0.000684,1.700000,0.249968,1
3.933064,0.046240,0.054793,-0.022675,1.017434,1.019161,0.000902,-0.002309,0.001143,STILL,0,-0.000631,1.700000,0.249968,1
3.997526,0.064463,0.055035,-0.020022,1.016947,1.018632,-0.000339,-0.000771,-0.000361,STILL,0,-0.000654,1.700000,0.249968,1
4.034790,0.037264,0.054308,-0.020745,1.015972,1.017634,0.002380,0.000131,-0.000375,STILL,0,-0.000668,1.700000,0.249968,1
4.079397,0.044607,0.054065,-0.020504,1.016703,1.018346,0.001130,0.000432,0.000824,STILL,0,-0.000632,1.700000,0.249968,1
4.115958,0.036561,0.054065,-0.020263,1.017922,1.019558,0.000507,-0.000769,-0.000104,STILL,0,-0.000635,1.700000,0.249968,1
4.152199,0.036241,0.053096,-0.020263,1.015972,1.017560,-0.003063,-0.000423,-0.001592,STILL,0,-0.000693,1.700000,0.249968,1
4.189261,0.037062,0.054793,-0.021952,1.017434,1.019145,-0.000314,0.001403,0.001423,STILL,0,-0.000640,1.700000,0.249968,1
4.233919,0.044658,0.055278,-0.020987,1.017678,1.019394,-0.001210,-0.000700,0.000175,STILL,0,-0.000633,1.700000,0.249968,1
4.270561,0.036641,0.054308,-0.020745,1.017434,1.019094,0.000002,0.000214,-0.000432,STILL,0,-0.000648,1.700000,0.249968,1
4.307874,0.037314,0.055520,-0.020745,1.016460,1.018186,0.002109,0.000497,-0.001013,STILL,0,-0.000686,1.700000,0.249968,1
4.348553,0.040679,0.054550,-0.020987,1.016703,1.018382,-0.000033,-0.001046,0.000477,STILL,0,-0.000667,1.700000,0.249968,1
4.379397,0.030844,0.053338,-0.020987,1.017191,1.018804,-0.002404,-0.001627,0.000746,STILL,0,-0.000644,1.700000,0.249968,1
4.413727,0.034330,0.054065,-0.020263,1.016216,1.017855,0.001824,-0.000407,0.001012,STILL,0,-0.000609,1.700000,0.249968,1
4.449327,0.035600,0.053581,-0.021952,1.016216,1.017864,0.001809,-0.000724,-0.001425,STILL,0,-0.000660,1.700000,0.249968,1
4.484799,0.035472,0.054550,-0.021710,1.017922,1.019613,-0.000618,-0.000140,0.000104,STILL,0,-0.000656,1.700000,0.249968,1
4.517576,0.032777,0.054308,-0.020263,1.016947,1.018598,-0.000618,-0.000736,0.000711,STILL,0,-0.000633,1.700000,0.249968,1
4.554916,0.037340,0.053823,-0.020504,1.017191,1.018820,-0.000002,-0.000401,-0.001089,STILL,0,-0.000673,1.700000,0.249968,1
4.587810,0.032894,0.053823,-0.020987,1.016947,1.018586,0.001184,-0.001894,-0.000722,STILL,0,-0.000697,1.700000,0.249968,1
4.620589,0.032780,0.053823,-0.020987,1.016703,1.018343,0.000590,-0.000349,-0.000413,STILL,0,-0.000711,1.700000,0.249968,1
4.656395,0.035806,0.054308,-0.021469,1.017434,1.019109,-0.000026,0.001479,0.000467,STILL,0,-0.000694,1.700000,0.249968,1
4.693297,0.036902,0.055035,-0.022675,1.016947,1.018687,0.001472,0.000274,0.001052,STILL,0,-0.000655,1.700000,0.249968,1
4.727578,0.034281,0.053338,-0.020745,1.018165,1.019773,-0.000359,0.001481,0.001668,STILL,0,-0.000598,1.700000,0.249968,1
4.758663,0.031085,0.054550,-0.020263,1.017922,1.019584,-0.000072,-0.000019,0.000421,STILL,0,-0.000585,1.700000,0.249968,1
4.791080,0.032417,0.053823,-0.021228,1.016460,1.018105,0.001142,0.000287,0.000107,STILL,0,-0.000581,1.700000,0.249968,1
4.827446,0.036366,0.053581,-0.022193,1.017191,1.018843,0.001720,0.001214,-0.001083,STILL,0,-0.000621,1.700000,0.249968,1
4.863571,0.036125,0.053823,-0.020504,1.017434,1.019063,-0.001326,-0.000583,0.000755,STILL,0,-0.000594,1.700000,0.249968,1
4.896733,0.033162,0.053581,-0.021228,1.018165,1.019795,0.000790,-0.001450,0.000414,STILL,0,-0.000580,1.700000,0.249968,1
4.930297,0.033564,0.053823,-0.021228,1.017191,1.018835,-0.001903,-0.000230,-0.000185,STILL,0,-0.000586,1.700000,0.249968,1
4.973819,0.043522,0.053581,-0.021710,1.016703,1.018346,-0.000073,0.001254,-0.001390,STILL,0,-0.000647,1.700000,0.249968,1
5.007673,0.033854,0.054793,-0.021228,1.016947,1.018643,0.002362,-0.002102,0.000463,STILL,0,-0.000631,1.700000,0.249968,1
5.047224,0.039551,0.054550,-0.021710,1.018653,1.020343,0.001713,-0.001431,-0.000463,STILL,0,-0.000649,1.700000,0.249968,1
5.086506,0.039282,0.054550,-0.021952,1.016947,1.018645,0.000159,-0.000238,0.001924,STILL,0,-0.000574,1.700000,0.249968,1
5.122165,0.035659,0.054065,-0.020504,1.018165,1.019806,-0.002213,0.000972,-0.001723,STILL,0,-0.000635,1.700000,0.249968,1
5.158411,0.036245,0.053338,-0.021469,1.017191,1.018814,0.000238,0.001565,0.001923,STILL,0,-0.000565,1.700000,0.249968,1
5.190086,0.031676,0.053823,-0.021952,1.017678,1.019337,-0.001226,0.000037,0.000402,STILL,0,-0.000553,1.700000,0.249968,1
5.223302,0.033216,0.053581,-0.020987,1.017434,1.019060,-0.002427,-0.000245,0.000384,STILL,0,-0.000540,1.700000,0.249968,1
5.258833,0.035531,0.052611,-0.021710,1.016947,1.018538,-0.002402,-0.000216,-0.000515,STILL,0,-0.000558,1.700000,0.249968,1
5.287099,0.028266,0.054065,-0.020745,1.016947,1.018594,-0.000886,-0.000224,-0.001413,STILL,0,-0.000598,1.700000,0.249968,1
5.317404,0.030304,0.053096,-0.022193,1.019140,1.020764,0.001531,-0.000863,0.001331,STILL,0,-0.000558,1.700000,0.249968,1
5.352766,0.035363,0.053581,-0.020745,1.014754,1.016379,-0.001192,0.000377,-0.000530,STILL,0,-0.000577,1.700000,0.249968,1
5.384894,0.032128,0.053096,-0.021952,1.017922,1.019542,0.000069,0.000079,0.000103,STILL,0,-0.000573,1.700000,0.249968,1
5.418829,0.033935,0.054308,-0.022434,1.016460,1.018157,0.000972,0.000412,-0.000465,STILL,0,-0.000589,1.700000,0.249968,1
5.452531,0.033702,0.055035,-0.022193,1.017191,1.018920,-0.003835,0.000384,-0.000150,STILL,0,-0.000594,1.700000,0.249968,1
5.488809,0.036278,0.054065,-0.020745,1.016216,1.017865,-0.001670,0.000091,0.002253,STILL,0,-0.000512,1.700000,0.249968,1
5.520458,0.031649,0.053338,-0.021710,1.017191,1.018820,0.002009,-0.001368,0.000406,STILL,0,-0.000499,1.700000,0.249968,1
5.561066,0.040608,0.053823,-0.021710,1.017434,1.019088,-0.000109,-0.000437,-0.000829,STILL,0,-0.000533,1.700000,0.249968,1
5.592370,0.031303,0.054065,-0.020987,1.017922,1.019572,-0.001612,0.000173,-0.002033,STILL,0,-0.000597,1.700000,0.249968,1
5.644103,0.051733,0.053823,-0.021469,1.017678,1.019327,-0.001889,0.001088,0.001023,STILL,0,-0.000544,1.700000,0.249968,1
5.678743,0.034641,0.054308,-0.020263,1.015241,1.016894,-0.000920,-0.001310,0.000398,STILL,0,-0.000530,1.700000,0.249968,1
5.713482,0.034739,0.054550,-0.020745,1.016216,1.017890,-0.001515,0.000530,-0.000511,STILL,0,-0.000548,1.700000,0.249968,1
5.747168,0.033686,0.054308,-0.020504,1.016947,1.018602,-0.001490,0.001749,0.000692,STILL,0,-0.000524,1.700000,0.249968,1
5.785962,0.038794,0.054550,-0.021710,1.016460,1.018154,-0.000290,0.000230,0.000384,STILL,0,-0.000510,1.700000,0.249968,1
5.814114,0.028152,0.053823,-0.021469,1.015972,1.017623,0.002117,-0.000093,0.000086,STILL,0,-0.000507,1.700000,0.249968,1
5.854131,0.040017,0.054308,-0.020987,1.016216,1.017882,-0.001236,0.000190,0.000073,STILL,0,-0.000504,1.700000,0.249968,1
5.882120,0.027990,0.055035,-0.021228,1.017922,1.019629,-0.000284,-0.000122,-0.000219,STILL,0,-0.000510,1.700000,0.249968,1
5.923034,0.040914,0.054065,-0.022434,1.015241,1.016927,-0.000885,-0.000102,0.001900,STILL,0,-0.000433,1.700000,0.249968,1
5.963113,0.040079,0.054065,-0.020987,1.016460,1.018113,0.000005,-0.000389,0.000055,STILL,0,-0.000430,1.700000,0.249968,1
5.997099,0.033987,0.054793,-0.021469,1.016703,1.018405,-0.000896,0.000515,0.000338,STILL,0,-0.000419,1.700000,0.249968,1
6.030848,0.033748,0.055278,-0.021228,1.016947,1.018669,-0.000576,0.000502,0.000022,STILL,0,-0.000418,1.700000,0.249968,1
6.062605,0.031757,0.054308,-0.020022,1.014997,1.016646,0.000324,-0.000095,-0.000284,STILL,0,-0.000427,1.700000,0.249968,1
6.099762,0.037157,0.054065,-0.021952,1.015728,1.017403,0.001504,-0.000127,-0.000891,STILL,0,-0.000460,1.700000,0.249968,1
6.140314,0.040552,0.054065,-0.021710,1.016216,1.017885,-0.000038,0.000152,-0.000601,STILL,0,-0.000485,1.700000,0.249968,1
6.178043,0.037729,0.054308,-0.020263,1.015972,1.017624,-0.000382,0.000723,0.000315,STILL,0,-0.000473,1.700000,0.249968,1
6.235870,0.057827,0.055278,-0.021228,1.015972,1.017696,-0.001621,0.000694,0.000600,STILL,0,-0.000438,1.700000,0.249968,1
6.277329,0.041459,0.053823,-0.021228,1.016703,1.018348,-0.000106,0.000996,-0.001823,STILL,0,-0.000514,1.700000,0.249968,1
6.352851,0.075522,0.053823,-0.021710,1.014754,1.016412,-0.001599,0.000973,0.000300,STILL,0,-0.000491,1.700000,0.249968,1
6.384078,0.031227,0.054793,-0.020987,1.016216,1.017908,-0.000364,-0.001452,0.001781,STILL,0,-0.000435,1.700000,0.249968,1
6.417140,0.033063,0.053823,-0.021469,1.015972,1.017623,-0.001564,0.000063,-0.000640,STILL,0,-0.000457,1.700000,0.249968,1
6.453562,0.036422,0.054550,-0.020745,1.016460,1.018134,-0.000941,-0.000540,0.001768,STILL,0,-0.000392,1.700000,0.249968,1
6.485443,0.031881,0.053096,-0.021710,1.015485,1.017104,0.000271,-0.000237,-0.001248,STILL,0,-0.000432,1.700000,0.249968,1
6.520087,0.034644,0.054065,-0.020263,1.014510,1.016152,-0.000323,0.000957,-0.001517,STILL,0,-0.000484,1.700000,0.249968,1
6.554085,0.033998,0.053338,-0.021469,1.015972,1.017598,-0.000007,0.000635,-0.000290,STILL,0,-0.000494,1.700000,0.249968,1
6.590495,0.036411,0.052853,-0.020987,1.017191,1.018779,0.000278,0.001209,0.002117,STILL,0,-0.000417,1.700000,0.249968,1
6.626065,0.035570,0.055035,-0.020504,1.016460,1.018155,0.000264,-0.001238,-0.001812,STILL,0,-0.000482,1.700000,0.249968,1
6.656227,0.030161,0.054550,-0.022193,1.017191,1.018894,0.000225,-0.000041,0.001236,STILL,0,-0.000444,1.700000,0.249968,1
6.690594,0.034368,0.053338,-0.020987,1.016216,1.017831,-0.000053,-0.001562,-0.000277,STILL,0,-0.000454,1.700000,0.249968,1
6.729638,0.039043,0.054308,-0.020987,1.016460,1.018126,-0.000311,0.000237,-0.000547,STILL,0,-0.000475,1.700000,0.249968,1
6.758544,0.028906,0.053581,-0.020987,1.016703,1.018330,-0.000005,-0.000066,-0.000259,STILL,0,-0.000483,1.700000,0.249968,1
6.794359,0.035815,0.054308,-0.020504,1.015728,1.017386,0.000560,-0.000910,0.000350,STILL,0,-0.000470,1.700000,0.249968,1
6.829991,0.035632,0.055520,-0.020745,1.015972,1.017699,-0.000980,-0.000274,0.000053,STILL,0,-0.000468,1.700000,0.249968,1
6.864998,0.035007,0.052368,-0.020745,1.016216,1.017776,-0.000672,-0.000595,0.000347,STILL,0,-0.000456,1.700000,0.249968,1
6.898499,0.033501,0.054793,-0.021710,1.017434,1.019140,-0.001251,-0.000876,0.003048,STILL,0,-0.000354,1.700000,0.249968,1
6.931995,0.033496,0.053338,-0.019781,1.016703,1.018294,-0.001214,-0.001788,-0.000887,STILL,0,-0.000384,1.700000,0.249968,1
6.966618,0.034623,0.053338,-0.021228,1.016703,1.018323,-0.000588,0.000669,-0.001468,STILL,0,-0.000435,1.700000,0.249968,1
6.997356,0.030738,0.053581,-0.019539,1.016947,1.018545,-0.001204,-0.001150,-0.002085,STILL,0,-0.000499,1.700000,0.249968,1
