model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,7,0.8571428571428571,2.779385317697439,0.05597649980336428,7.99664282905204,2674.568144996761,4.845379121159449,2.793085925120479
discrete_bayes,7,1.0,2.4658294558931706,0.020126199815422297,2.8751714022031853,34.142857142857146,4.621183873106203,3.297123629984818
