model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,7,1.0,2.812948009644748,0.07998730009421706,11.426757156316723,2750.2887318853423,4.792065542835099,2.7849012238666586
discrete_bayes,7,1.0,2.4485493529935067,0.02712059998884797,3.8743714269782816,46.57142857142857,4.649250775299607,3.24712726514765
