timestamp,dt,heading_rad,accel_x,accel_y,accel_z,accel_norm,step_event
0.000614,0.000614,1.896624,0.026427,0.0539,0.995502,0.99731,0
0.14184,0.141226,1.89661,0.02376,0.057299,0.994527,0.996459,0
0.172118,0.030278,1.896721,0.018668,0.055114,0.999157,1.00085,0
0.200403,0.028285,1.896581,0.021578,0.055357,0.995258,0.99703,0
0.232863,0.032459,1.896412,0.023275,0.054386,0.994039,0.995798,0
0.260615,0.027753,1.895432,0.020365,0.059241,0.999401,1.001362,0
0.291537,0.030921,1.895401,0.03273,0.056085,0.994771,0.996888,0
0.319532,0.027995,1.894861,0.03273,0.066768,0.999157,1.00192,0
0.347035,0.027503,1.894496,0.02376,0.062398,1.002569,1.00479,0
0.381332,0.034297,1.893615,0.023032,0.053414,0.98551,0.987225,0
0.408898,0.027566,1.893231,0.032003,0.054386,0.981611,0.983637,0
0.440044,0.031146,1.891171,0.029821,0.063612,0.988678,0.991171,0
0.466974,0.02693,1.886655,0.02182,0.053414,0.977712,0.979413,0
0.500525,0.03355,1.882797,0.02376,0.058513,0.997939,0.999935,0
0.527154,0.026629,1.878901,0.022063,0.068225,1.00793,1.010477,0
0.553663,0.026509,1.873021,0.023517,0.071624,1.018653,1.021438,0
0.587188,0.033524,1.867397,0.033458,0.065797,1.001107,1.003824,0
0.613687,0.0265,1.859784,0.018426,0.071624,1.009392,1.012098,0
0.640457,0.026769,1.852773,0.048247,0.123581,0.995989,1.004786,0
0.667007,0.026551,1.845951,0.07928,0.112899,0.990384,0.999946,0
0.701276,0.034269,1.839955,0.059399,0.102458,0.984779,0.991875,0
0.727962,0.026686,1.832187,0.061339,0.073809,0.985023,0.989687,0
0.761524,0.033562,1.827926,0.08025,0.060213,0.988434,0.993513,0
0.788452,0.026929,1.826249,0.090675,0.116783,1.012073,1.022816,0
0.815973,0.027521,1.823645,0.072249,0.102701,1.007199,1.014996,0
0.842664,0.026691,1.820878,0.066188,0.100031,1.055451,1.062245,0
0.869713,0.027049,1.818389,0.072976,0.085949,1.006468,1.012764,0
0.903268,0.033555,1.816895,0.07637,0.081578,0.972838,0.979235,0
0.929795,0.026527,1.81363,0.063521,0.087891,0.986729,0.99267,0
0.956315,0.02652,1.808841,0.077583,0.082307,0.936771,0.943575,0
0.989841,0.033526,1.805566,0.07637,0.069439,0.976006,0.981449,0
1.016377,0.026536,1.801504,0.064976,0.081821,0.978687,0.984248,0
1.042985,0.026608,1.798929,0.092129,0.074537,1.056913,1.063536,0
1.069541,0.026556,1.797787,0.053338,0.079879,1.029375,1.033847,0
1.103018,0.033477,1.794912,0.065218,0.06434,0.997939,1.002135,0
1.129555,0.026536,1.790519,0.069824,0.07041,1.006955,1.011826,0
1.156106,0.026551,1.788445,0.095281,0.049044,0.966014,0.97194,0
1.182593,0.026487,1.784161,0.078068,0.089348,1.026207,1.033044,0
1.216098,0.033505,1.778135,0.009455,0.016267,1.004762,1.004938,0
1.242568,0.02647,1.774088,0.071764,0.075508,1.033275,1.038512,0
1.270153,0.027586,1.776981,0.077098,-0.068508,0.958947,0.964478,0
1.300587,0.030434,1.771901,0.028366,0.132079,1.045703,1.054393,0
1.328471,0.027884,1.758261,0.041943,2.56219,0.901678,2.716542,1
1.355695,0.027225,1.765996,0.25578,-0.017851,0.628738,0.679009,0
1.382259,0.026564,1.789644,0.041943,-0.011579,0.847578,0.848694,0
1.422312,0.040053,1.820414,0.036367,-0.090942,1.003787,1.008554,0
1.465638,0.043326,1.846797,0.137952,0.038118,1.074459,1.08395,0
1.497061,0.031422,1.864962,0.001697,-0.002653,1.057157,1.057162,0
1.537157,0.040097,1.870785,-0.001728,0.04346,1.026939,1.027859,0
1.569013,0.031855,1.873465,0.024002,0.123581,0.978687,0.98675,0
1.605866,0.036853,1.878323,0.055278,0.119211,0.956998,0.965977,0
1.636535,0.030669,1.887429,0.040488,0.168012,0.972107,0.987349,0
1.670474,0.033938,1.893672,0.056247,0.13305,0.984779,0.995317,0
1.705306,0.034832,1.900984,0.083401,0.066768,0.96967,0.975537,0
1.737461,0.032155,1.907517,0.051399,0.06264,0.979418,0.982764,0
1.762257,0.024796,1.919642,0.056975,0.067011,0.978687,0.982631,0
1.794698,0.032442,1.936076,0.072976,0.031077,0.975031,0.978252,0
1.826755,0.032057,1.950098,-0.007899,0.011411,1.01256,1.012655,0
1.860869,0.034114,1.960538,0.035397,0.006798,1.077871,1.078474,0
1.887789,0.02692,1.974316,-0.002962,0.03132,1.000863,1.001357,0
1.924102,0.036314,1.978064,-0.044677,0.037633,0.973813,0.975563,0
1.952784,0.028682,1.979239,0.006304,0.077208,0.975762,0.978832,0
1.980445,0.027661,1.980196,0.059642,0.176753,1.021821,1.038709,0
2.008182,0.027738,1.980139,0.068612,0.213657,1.034737,1.058791,0
