timestamp,dt,heading_rad,accel_x,accel_y,accel_z,accel_norm,step_event
0.000318,0.000318,1.880055,0.01285,0.123581,0.987703,0.995487,0
0.127735,0.127417,1.878904,0.015517,0.121639,0.99209,0.99964,0
0.154366,0.026631,1.877389,0.03273,0.125767,0.99672,1.005156,0
0.187925,0.033558,1.876374,0.030063,0.13305,0.994039,1.003355,0
0.21506,0.027135,1.876205,0.026184,0.137178,0.991602,1.001388,0
0.241852,0.026792,1.876724,0.027881,0.127952,0.975275,0.984027,0
0.27561,0.033758,1.877727,0.023275,0.141791,0.976006,0.986526,0
0.302168,0.026558,1.878627,0.032245,0.136692,0.979418,0.989436,0
0.328721,0.026553,1.878894,0.026184,0.138149,0.988191,0.998144,0
0.36226,0.033538,1.878957,0.025942,0.135478,0.99867,1.008151,0
0.388952,0.026692,1.879126,0.022305,0.12868,0.99672,1.00524,0
0.41569,0.026738,1.879472,0.021578,0.129166,0.992577,1.001179,0
0.449297,0.033608,1.880189,0.027639,0.137421,0.985997,0.995911,0
0.475868,0.026571,1.881417,0.037094,0.134993,0.987947,0.997817,0
0.503079,0.02721,1.883052,0.024729,0.156116,1.049846,1.061678,0
0.536678,0.0336,1.884833,0.0337,0.069681,0.986972,0.990003,0
0.563205,0.026526,1.885017,-0.01481,0.127466,0.970157,0.978607,0
0.589669,0.026464,1.885291,0.00097,0.120668,1.004518,1.011741,0
0.623559,0.03389,1.885356,0.055763,0.144704,0.994527,1.006545,0
0.650092,0.026533,1.886006,0.044125,0.156116,0.96772,0.981225,0
0.676572,0.02648,1.886496,0.074916,0.154416,1.004275,1.018835,0
0.710161,0.033589,1.888097,0.04558,0.139606,0.997939,1.008687,0
0.736795,0.026633,1.888762,0.024002,0.121882,0.993065,1.000804,0
0.763294,0.0265,1.887971,0.010425,0.111927,0.981611,0.988027,0
0.789795,0.0265,1.885922,0.012122,0.119697,1.058375,1.065191,0
0.823505,0.03371,1.884347,0.048004,0.126495,0.971863,0.981236,0
0.85002,0.026515,1.883438,0.041458,0.132565,0.984292,0.994043,0
0.876604,0.026584,1.882388,0.036367,0.14349,0.977224,0.988372,0
0.910421,0.033817,1.881713,0.035397,0.146647,0.996476,1.007831,0
0.937011,0.026589,1.881139,0.031276,0.13475,0.989653,0.999274,0
0.963544,0.026533,1.880656,0.021578,0.130137,0.995258,1.003962,0
0.990089,0.026545,1.880766,0.034427,0.110471,1.057888,1.064197,0
1.023957,0.033868,1.880612,0.018668,0.129408,0.999157,1.007675,0
1.050895,0.026938,1.880021,0.029094,0.124553,0.995502,1.003685,0
1.084526,0.033631,1.879608,0.033942,0.124553,0.981855,0.990305,0
1.111117,0.026592,1.879685,0.034427,0.123339,0.984779,0.99307,0
1.137833,0.026716,1.879562,0.040488,0.127709,0.978443,0.987572,0
1.171638,0.033805,1.879634,0.04558,0.124067,0.999157,1.007862,0
1.198181,0.026543,1.879716,0.030063,0.132565,0.986241,0.995565,0
1.224753,0.026572,1.880494,0.036367,0.118483,0.986241,0.993998,0
1.259202,0.03445,1.88155,0.023517,0.13305,0.999401,1.008493,0
1.29114,0.031937,1.882518,0.026669,0.117512,0.985997,0.993333,0
1.317916,0.026777,1.883711,0.024972,0.122125,0.987947,0.99578,0
1.344482,0.026566,1.884717,0.024972,0.131594,0.983561,0.992639,0
1.377979,0.033497,1.884754,0.031033,0.115812,0.981367,0.988664,0
1.404541,0.026562,1.885308,0.026669,0.123339,0.992334,1.000325,0
1.432512,0.027971,1.886764,0.039034,0.13475,0.990628,1.000512,0
1.459097,0.026585,1.888214,0.032245,0.117026,0.991115,0.998521,0
1.485544,0.026448,1.889804,-0.0,0.13038,0.984779,0.993372,0
1.512469,0.026924,1.891289,0.00097,0.148832,0.984779,0.995963,0
1.54595,0.033481,1.893368,-0.002715,0.114598,1.005981,1.012491,0
1.572438,0.026487,1.894663,0.016971,0.10343,0.999401,1.004882,0
1.598911,0.026473,1.894676,0.03273,0.133536,1.018165,1.027406,0
1.633115,0.034205,1.896322,0.053338,0.104644,0.999401,1.006279,0
1.659708,0.026592,1.899782,0.059399,0.111685,0.985023,0.993112,0
1.686206,0.026499,1.899321,0.017214,0.076237,0.989409,0.992491,0
1.719978,0.033772,1.8973,0.041943,0.096631,0.988191,0.99379,0
1.746625,0.026647,1.89589,0.040488,0.036419,0.962359,0.963898,0
1.773214,0.026589,1.89066,0.058429,0.092747,0.980392,0.986502,0
1.806965,0.033751,1.886788,0.027154,0.07041,0.99209,0.994956,0
1.833841,0.026876,1.883166,0.036367,0.070653,1.056426,1.05941,0
1.867423,0.033583,1.878934,0.048732,0.067011,0.992821,0.996272,0
1.894097,0.026674,1.874652,0.073704,0.054871,0.989409,0.993667,0
1.920685,0.026588,1.870897,0.027639,0.019666,0.977468,0.978056,0
1.9472,0.026514,1.864158,0.038064,0.04176,1.057401,1.058909,0
1.980804,0.033605,1.857935,-0.017525,0.045645,1.014754,1.015931,0
2.007845,0.02704,1.845778,0.013577,0.057299,1.011829,1.013541,0
2.041439,0.033594,1.833261,0.017456,0.072595,1.016947,1.019684,0
