timestamp,dt,heading_rad,accel_x,accel_y,accel_z,accel_norm,gyro_x_rads,gyro_y_rads,gyro_z_rads,step_event
0.004921,0.004921,1.965576,-0.017525,0.065311,0.989897,0.992204,0.0,0.0,0.0,0
0.152998,0.148077,1.964436,-0.053317,0.073809,0.998913,1.003054,0.0,0.0,0.0,0
0.192538,0.039539,1.962532,-0.02962,0.051472,0.971132,0.972946,0.0,0.0,0.0,0
0.240496,0.047958,1.959873,-0.045171,0.049772,0.987216,0.989501,0.0,0.0,0.0,0
0.278495,0.037999,1.952128,-0.063437,0.055842,1.002569,1.006125,0.0,0.0,0.0,0
0.326872,0.048377,1.947181,-0.05307,0.072109,1.026207,1.030106,0.0,0.0,0.0,0
0.365212,0.03834,1.944469,-0.010614,0.028892,0.982586,0.983068,0.0,0.0,0.0,0
0.414479,0.049267,1.939125,-0.054057,0.030592,0.988191,0.990141,0.0,0.0,0.0,0
0.452472,0.037992,1.936606,-0.022462,0.037876,0.992334,0.99331,0.0,0.0,0.0,0
0.494733,0.042261,1.935509,-0.018019,0.039575,0.984292,0.985252,0.0,0.0,0.0,0
0.536502,0.04177,1.934669,-0.051095,0.051958,1.019384,1.021985,0.0,0.0,0.0,0
0.58146,0.044958,1.935466,-0.032829,0.036176,0.994039,0.995239,0.0,0.0,0.0,0
0.622905,0.041445,1.937477,-0.02962,0.019909,0.966502,0.96716,0.0,0.0,0.0,0
0.66106,0.038155,1.935104,-0.055785,0.028164,0.995014,0.996975,0.0,0.0,0.0,0
0.709486,0.048426,1.934162,-0.017772,0.040304,0.99867,0.999641,0.0,0.0,0.0,0
0.747432,0.037946,1.933194,-0.019253,0.02525,0.997695,0.9982,0.0,0.0,0.0,0
0.788823,0.041391,1.930799,-0.04369,0.03132,0.999644,1.001089,0.0,0.0,0.0,0
0.833801,0.044978,1.931659,-0.021475,0.036662,0.988191,0.989104,0.0,0.0,0.0,0
0.875195,0.041394,1.933967,-0.036038,0.032049,0.982586,0.983768,0.0,0.0,0.0,0
0.913717,0.038522,1.937733,-0.010861,0.034719,0.995989,0.996653,0.0,0.0,0.0,0
0.962188,0.048472,1.937975,-0.019994,0.059727,0.988434,0.990439,0.0,0.0,0.0,0
1.000021,0.037832,1.937224,-0.02888,0.051229,1.000132,1.001859,0.0,0.0,0.0,0
1.042309,0.042288,1.936095,-0.035051,0.042003,0.995502,0.997004,0.0,0.0,0.0,0
1.083938,0.041629,1.935458,-0.026411,0.044674,0.980149,0.981522,0.0,0.0,0.0,0
1.121925,0.037987,1.935863,-0.03826,0.0539,0.998913,1.001098,0.0,0.0,0.0,0
1.16343,0.041505,1.936021,-0.041715,0.041518,1.000132,1.001862,0.0,0.0,0.0,0
1.216709,0.053279,1.934915,-0.03431,0.032777,0.993308,0.994441,0.0,0.0,0.0,0
1.258873,0.042164,1.932059,-0.027399,0.050258,0.997695,0.999336,0.0,0.0,0.0,0
1.304081,0.045208,1.931551,-0.045171,0.058999,0.999644,1.002402,0.0,0.0,0.0,0
1.345637,0.041556,1.931007,-0.026411,0.052443,0.995258,0.996989,0.0,0.0,0.0,0
1.390619,0.044982,1.930422,-0.019253,0.044431,0.99209,0.993271,0.0,0.0,0.0,0
1.432722,0.042103,1.930582,-0.026165,0.051715,0.993552,0.995241,0.0,0.0,0.0,0
1.477776,0.045054,1.93142,-0.025918,0.043217,0.990871,0.992152,0.0,0.0,0.0,0
1.519334,0.041558,1.93207,-0.025177,0.042731,0.999888,1.001118,0.0,0.0,0.0,0
1.557685,0.038351,1.931398,-0.036779,0.030592,0.937014,0.938235,0.0,0.0,0.0,0
1.606412,0.048727,1.929852,-0.042209,0.042003,0.992334,0.994119,0.0,0.0,0.0,0
1.644702,0.03829,1.927214,-0.03357,0.030106,0.972107,0.973152,0.0,0.0,0.0,0
1.693415,0.048713,1.925946,-0.024437,0.043217,0.998182,0.999416,0.0,0.0,0.0,0
1.731507,0.038092,1.926978,-0.031595,0.041275,0.999157,1.000508,0.0,0.0,0.0,0
1.780063,0.048556,1.929659,-0.026411,0.054628,1.004762,1.006593,0.0,0.0,0.0,0
1.818111,0.038048,1.931881,-0.034804,0.034477,0.99672,0.997923,0.0,0.0,0.0,0
1.866779,0.048668,1.93319,-0.026658,0.030349,0.99209,0.992912,0.0,0.0,0.0,0
1.905191,0.038412,1.931794,-0.040975,0.035448,1.004762,1.006222,0.0,0.0,0.0,0
1.953959,0.048768,1.929718,-0.026658,0.042731,0.984779,0.986066,0.0,0.0,0.0,0
1.992049,0.038089,1.928666,-0.011848,0.044188,0.994771,0.995822,0.0,0.0,0.0,0
2.033723,0.041675,1.924832,0.012607,0.033263,0.984535,0.985178,0.0,0.0,0.0,0
2.079274,0.045551,1.923006,-0.040481,0.059484,0.992821,0.995425,0.0,0.0,0.0,0
2.128058,0.048784,1.923023,-0.040728,0.044917,0.999401,1.001238,0.0,0.0,0.0,0
2.166215,0.038157,1.924136,-0.031348,0.042974,1.002081,1.003492,0.0,0.0,0.0,0
2.215055,0.04884,1.924513,-0.03431,0.042731,1.004031,1.005526,0.0,0.0,0.0,0
2.25324,0.038185,1.924685,-0.015304,0.03132,0.980392,0.981012,0.0,0.0,0.0,0
2.304595,0.051354,1.92614,-0.031101,0.042974,1.000619,1.002024,0.0,0.0,0.0,0
2.346311,0.041716,1.927023,-0.031101,0.034477,1.003787,1.004861,0.0,0.0,0.0,0
2.391227,0.044916,1.927897,-0.013082,0.042974,0.986241,0.987264,0.0,0.0,0.0,0
2.432938,0.041711,1.926247,-0.013082,0.039332,0.999401,1.00026,0.0,0.0,0.0,0
2.470913,0.037975,1.924451,-0.022709,0.040789,0.936771,0.937933,0.0,0.0,0.0,0
2.519325,0.048411,1.922185,-0.016538,0.034234,0.990384,0.991114,0.0,0.0,0.0,0
2.557562,0.038238,1.921451,-0.022462,0.042974,0.997451,0.998629,0.0,0.0,0.0,0
2.600507,0.042945,1.920895,-0.017525,0.040304,0.990384,0.991359,0.0,0.0,0.0,0
2.642057,0.04155,1.921249,-0.016291,0.038604,0.997207,0.998087,0.0,0.0,0.0,0
2.687336,0.045279,1.925656,-0.019253,0.075023,0.99014,0.993165,0.0,0.0,0.0,0
2.728743,0.041407,1.928995,-0.023203,0.036662,0.994771,0.995716,0.0,0.0,0.0,0
2.766639,0.037896,1.929109,-0.012095,0.02258,0.986972,0.987305,0.0,0.0,0.0,0
2.815001,0.048362,1.928005,-0.020241,0.035691,0.988678,0.989529,0.0,0.0,0.0,0
2.852971,0.03797,1.927045,-0.01481,0.04176,0.995745,0.996731,0.0,0.0,0.0,0
2.894323,0.041352,1.925569,-0.031842,0.03909,1.003544,1.004809,0.0,0.0,0.0,0
2.939697,0.045374,1.923981,-0.04369,0.02088,1.001838,1.003007,0.0,0.0,0.0,0
2.981098,0.041401,1.921697,-0.078,0.067496,0.996964,1.002286,0.0,0.0,0.0,0
3.018975,0.037877,1.916844,-0.03431,0.028164,0.989653,0.990648,0.0,0.0,0.0,0
3.067463,0.048488,1.91625,-0.001234,0.054143,0.999888,1.001354,0.0,0.0,0.0,0
3.113646,0.046183,1.913581,-0.025177,0.043945,0.99014,0.991435,0.0,0.0,0.0,0
3.155132,0.041486,1.913184,-0.03431,0.020395,1.000376,1.001171,0.0,0.0,0.0,0
3.193517,0.038385,1.914121,-0.036038,0.050015,0.985997,0.987923,0.0,0.0,0.0,0
3.242031,0.048514,1.916317,-0.02419,0.033505,0.999401,1.000255,0.0,0.0,0.0,0
3.289835,0.047804,1.916544,-0.005924,0.013596,0.986241,0.986353,0.0,0.0,0.0,0
3.333322,0.043487,1.927954,-0.075532,-0.39947,0.841485,0.934547,0.0,0.0,0.0,0
3.390168,0.056846,1.915548,-0.044184,0.001214,1.029863,1.030811,0.0,0.0,0.0,0
