model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,8,1.0,3.30310450636728,0.06379169994033873,7.973962492542341,2832.7637159395867,4.15712463178343,2.550242184120147
discrete_bayes,8,1.0,2.9696318668580073,0.024817900033667684,3.1022375042084605,45.625,4.409449191681605,2.788854455679814
