model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,10,1.0,4.2061208686334,0.08678760007023811,8.678760007023811,2276.676706971975,4.188386784314123,1.808937431482571
discrete_bayes,10,1.0,3.93340361165705,0.039211199851706624,3.9211199851706624,71.7,4.325867183167257,2.09521614985138
