model,n_steps,walkable_ratio,path_length_m,runtime_s,runtime_ms_per_step,mean_neff,final_x_m,final_y_m
particle,8,1.0,4.545036838866434,0.08111730008386075,10.139662510482594,2747.9848982372287,4.10751696265817,1.692860046329303
discrete_bayes,8,1.0,4.108926885647533,0.031204500002786517,3.9005625003483146,94.375,3.9730927224389463,2.2888267554921136
